TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,IS_NULLABLE
dbo,Importacion,Tasa2,decimal,YES
dbo,Importacion,IngresoBodega,decimal,NO
dbo,Importacion,FleteAduana,decimal,NO
dbo,Importacion,SeguroAduana,decimal,NO
dbo,Importacion,OtroAduana,decimal,NO
dbo,Importacion,TipoCambioOficial,decimal,YES
dbo,Importacion,Vapor,smallint,NO
dbo,Importacion,Declarada,bit,NO
dbo,Importacion,PesoTotal,decimal,NO
dbo,Importacion,Bodega,char,NO
dbo,Importacion,CuentaBanco,char,YES
dbo,Importacion,FechaPago,datetime,YES
dbo,Importacion,TiendaIBodega,char,NO
dbo,Importacion,OrdenCompra,int,NO
dbo,Importacion,UserCreador,char,NO
dbo,Importacion,UserModify,char,NO
dbo,Importacion,FechaNatural,datetime,NO
dbo,Importacion,BL,char,NO
dbo,Importacion,Acreedor,char,YES
dbo,ImportBono,Codpais,char,NO
dbo,ImportBono,Dealer,int,NO
dbo,ImportBono,Empleado,int,NO
dbo,ImportBono,Bono,decimal,NO
dbo,ImportBono,Planilla,int,NO
dbo,ImportCatalogo,CodPais,char,NO
dbo,ImportCatalogo,Dealer,int,NO
dbo,ImportCatalogo,Codigo,char,NO
dbo,ImportCatalogo,Descripcion,char,NO
dbo,ImportCatalogo,Naturaleza,char,NO
dbo,ImportCatalogo,Clase,char,NO
dbo,ImportCatalogo,Nivel,smallint,NO
dbo,ImportCatalogo,Estatus,char,NO
dbo,ImportCatalogo,CodigoAlternativo,char,NO
dbo,ImportCatalogo,ManejaPresupuesto,bit,NO
dbo,ImportCatalogo,ManejaCC,bit,NO
dbo,ImportCatalogo,Usuario,char,NO
dbo,ImportCliente,CodPais,char,NO
dbo,ImportCliente,Dealer,int,NO
dbo,ImportCliente,ClienteNo,char,NO
dbo,ImportCliente,Nombre,char,YES
dbo,ImportCliente,NRC,char,YES
dbo,ImportCliente,NIT,char,YES
dbo,ImportCliente,RazonSocial,char,YES
dbo,ImportCliente,Giro,char,YES
dbo,ImportCliente,Direccion,char,YES
dbo,ImportCliente,FormaPago,char,YES
dbo,ImportCliente,DiasCredito,smallint,YES
dbo,ImportCliente,MaximoCredito,decimal,YES
dbo,ImportCliente,Vendedor,char,YES
dbo,ImportCliente,TipoCliente,smallint,YES
dbo,ImportCliente,CodigoContable,char,YES
dbo,ImportCliente,Estatus,char,YES
dbo,ImportCliente,DocAsignar,char,YES
dbo,ImportCliente,Exento,bit,YES
dbo,ImportCliente,PaisCliente,char,YES
dbo,ImportCliente,Departamento,smallint,NO
dbo,ImportCliente,Municipio,smallint,NO
dbo,ImportCliente,GranContrib,bit,YES
dbo,ImportCliente,Percibir,bit,YES
dbo,ImportCliente,PersonaNatural,bit,YES
dbo,ImportCliente,ConocidoPor,char,YES
dbo,ImportCliente,Extranjero,bit,NO
dbo,ImportCliente,ActividadEconomica,int,NO
dbo,ImportCliente,Correo,varchar,NO
dbo,ImportCliente,Telefono,char,NO
dbo,ImportCliente,DUI,char,NO
dbo,ImportCliente,Pasaporte,char,NO
dbo,ImportCliente,CarnetResidente,char,NO
dbo,ImportCliente,Usuario,char,NO
dbo,ImportDevengo,CodPais,char,NO
dbo,ImportDevengo,Dealer,int,NO
dbo,ImportDevengo,Planilla,int,NO
dbo,ImportDevengo,Empleado,int,NO
dbo,ImportDevengo,CodigoDev,int,NO
dbo,ImportDevengo,Valor,decimal,NO
dbo,ImportDevengo,Concepto,varchar,NO
dbo,ImportEmpleado,CodPais,char,NO
dbo,ImportEmpleado,Dealer,int,NO
dbo,ImportEmpleado,Numero,int,NO
dbo,ImportEmpleado,Nombre,nchar,NO
dbo,ImportEmpleado,PrimerApellido,nchar,NO
dbo,ImportEmpleado,SegundoApellido,nchar,NO
dbo,ImportEmpleado,DUI,nchar,NO
dbo,ImportEmpleado,NIT,nchar,NO
dbo,ImportEmpleado,Direccion,char,NO
dbo,ImportEmpleado,DescuentoISSS,smallint,NO
dbo,ImportEmpleado,ISSSNo,nchar,NO
dbo,ImportEmpleado,PeriodoPago,smallint,NO
dbo,ImportEmpleado,Sueldo,decimal,NO
dbo,ImportEmpleado,AFP,smallint,NO
dbo,ImportEmpleado,NUP,nchar,NO
dbo,ImportEmpleado,NombreSegunISSS,char,NO
dbo,ImportEmpleado,Departamento,char,NO
dbo,ImportEmpleado,CargoDesempeñado,char,NO
dbo,ImportEmpleado,Sexo,char,NO
dbo,ImportEmpleado,TipoCuenta,char,NO
dbo,ImportEmpleado,CuentaNo,nchar,NO
dbo,ImportEmpleado,BancoCtaDeposito,nchar,NO
dbo,ImportEmpleado,FormaPago,char,NO
dbo,ImportEmpleado,TipoPlanilla,smallint,NO
dbo,ImportEmpleado,Caracter,char,NO
dbo,ImportEmpleado,Estatus,char,NO
dbo,ImportEmpleado,Usuario,char,NO
dbo,ImportEmpleado,FechaIngreso,date,NO
dbo,ImportFELSVFact,CodPais,char,NO
dbo,ImportFELSVFact,Dealer,int,NO
dbo,ImportFELSVFact,Tda,char,NO
dbo,ImportFELSVFact,TipoDoc,char,NO
dbo,ImportFELSVFact,Serie,char,NO
dbo,ImportFELSVFact,LineaNo,int,NO
dbo,ImportFELSVFact,DocNo,int,NO
dbo,ImportFELSVFact,Fecha,date,YES
dbo,ImportFELSVFact,Nombre,varchar,YES
dbo,ImportFELSVFact,CodActividadEconomica,int,YES
dbo,ImportFELSVFact,ActividadEconomica,varchar,YES
dbo,ImportFELSVFact,Email,varchar,YES
dbo,ImportFELSVFact,Direccion,varchar,YES
dbo,ImportFELSVFact,CodMunicipio,char,YES
dbo,ImportFELSVFact,Municipio,varchar,YES
dbo,ImportFELSVFact,CodDepartamento,char,YES
dbo,ImportFELSVFact,Departamento,varchar,YES
dbo,ImportFELSVFact,DUI,char,NO
dbo,ImportFELSVFact,NIT,char,NO
dbo,ImportFELSVFact,NRC,char,NO
dbo,ImportFELSVFact,FormaPago,smallint,YES
dbo,ImportFELSVFact,Gravadas,decimal,NO
dbo,ImportFELSVFact,Descuento,decimal,NO
dbo,ImportFELSVFact,IVA,decimal,NO
dbo,ImportFELSVFact,Subtotal,decimal,NO
dbo,ImportFELSVFact,Retencion,decimal,NO
dbo,ImportFELSVFact,Percepcion,decimal,NO
dbo,ImportFELSVFact,OtrosMontoNoAfecto,decimal,NO
dbo,ImportFELSVFact,Total,decimal,NO
dbo,ImportFELSVFact,Tipo,char,NO
dbo,ImportFELSVFact,Codigo,char,NO
dbo,ImportFELSVFact,Cantidad,int,YES
dbo,ImportFELSVFact,Descripcion,varchar,YES
dbo,ImportFELSVFact,Precio,decimal,YES
dbo,ImportFELSVFact,Importe,decimal,NO
dbo,ImportFELSVFact,TipoDocumento,char,NO
dbo,ImportFELSVFact,ModeloFacturacion,smallint,NO
dbo,ImportFELSVFact,TipoTransmision,smallint,NO
dbo,ImportFELSVFact,Usuario,char,YES
dbo,ImportFELSVFact,RetencionRenta,decimal,NO
dbo,ImportFELSVFact,Telefono,varchar,NO
dbo,ImportFELSVFact,SerieRef,varchar,NO
dbo,ImportFELSVFact,DocNoRef,int,NO
dbo,ImportFELSVFact,TipoDocRef,char,NO
dbo,ImportFELSVFact,FechaEmisionRef,date,NO
dbo,ImportFELSVFact,TipoDocRet,int,NO
dbo,ImportFELSVFact,Valido,bit,NO
dbo,ImportInventario,CodPais,char,NO
dbo,ImportInventario,Dealer,int,NO
dbo,ImportInventario,Codigo,char,NO
dbo,ImportInventario,Descripcion,char,YES
dbo,ImportInventario,Proveedor,char,YES
dbo,ImportInventario,Marca,char,YES
dbo,ImportInventario,Modelo,char,YES
dbo,ImportInventario,Ubicacion,char,YES
dbo,ImportInventario,Unidad,char,YES
dbo,ImportInventario,Tipo,char,YES
dbo,ImportInventario,Clase,char,YES
dbo,ImportInventario,Linea,char,NO
dbo,ImportInventario,Sublinea,char,YES
dbo,ImportInventario,CostoUnitario,decimal,NO
dbo,ImportInventario,Impuesto,int,YES
dbo,ImportInventario,ManejaExistencia,bit,NO
dbo,ImportInventario,Kit,bit,YES
dbo,ImportInventario,SIM,bit,YES
dbo,ImportInventario,IMEI,bit,YES
dbo,ImportInventario,TelNo,bit,YES
dbo,ImportInventario,MDH,bit,YES
dbo,ImportInventario,SerieNo,bit,YES
dbo,ImportInventario,Lote,bit,YES
dbo,ImportInventario,Precio1,decimal,NO
dbo,ImportInventario,Precio2,decimal,NO
dbo,ImportInventario,Precio3,decimal,NO
dbo,ImportInventario,Precio4,decimal,NO
dbo,ImportInventario,PrecioPiso,decimal,NO
dbo,ImportInventario,CodBarra,char,YES
dbo,ImportInventario,Activo,bit,NO
dbo,ImportInventario,Usuario,char,NO
dbo,ImportInventario,Proveedor1,char,NO
dbo,ImportInventario,CodProv1,char,NO
dbo,ImportInventario,Proveedor2,char,NO
dbo,ImportInventario,CodProv2,char,NO
dbo,ImportInventario,Proveedor3,char,NO
dbo,ImportInventario,CodProv3,char,NO
dbo,ImportInventario,Proveedor4,char,NO
dbo,ImportInventario,CodProv4,char,NO
dbo,ImportInventario,Proveedor5,char,NO
dbo,ImportInventario,CodProv5,char,NO
dbo,ImportInventario,Proveedor6,char,NO
dbo,ImportInventario,CodProv6,char,NO
dbo,ImportInventario,Proveedor7,char,NO
dbo,ImportInventario,CodProv7,char,NO
dbo,ImportInventario,Proveedor8,char,NO
dbo,ImportInventario,CodProv8,char,NO
dbo,ImportInventario,Proveedor9,char,NO
dbo,ImportInventario,CodProv9,char,NO
dbo,ImportInventario,DescripcionLarga,varchar,NO
dbo,ImportOrdenCompra,CodPais,char,NO
dbo,ImportOrdenCompra,Dealer,int,NO
dbo,ImportOrdenCompra,Tda,char,NO
dbo,ImportOrdenCompra,OrdenNo,int,NO
dbo,ImportOrdenCompra,LineaNo,int,NO
dbo,ImportOrdenCompra,Departamento,char,NO
dbo,ImportOrdenCompra,Motivo,char,NO
dbo,ImportOrdenCompra,Codigo,char,NO
dbo,ImportOrdenCompra,Descripcion,char,NO
dbo,ImportOrdenCompra,Cantidad,decimal,NO
dbo,ImportOrdenCompra,PrecioUnitario,decimal,NO
dbo,ImportOrdenCompra,Importe,decimal,NO
dbo,ImportOrdenCompra,Proveedor,char,NO
dbo,ImportOrdenCompra,Usuario,char,NO
dbo,ImportPlanillaGranja,CodPais,char,NO
dbo,ImportPlanillaGranja,Dealer,int,NO
dbo,ImportPlanillaGranja,Empleado,int,NO
dbo,ImportPlanillaGranja,Dias,decimal,YES
dbo,ImportPlanillaGranja,DiasDobles,decimal,YES
dbo,ImportPlanillaGranja,HorasExtrasDiurnas,decimal,YES
dbo,ImportPlanillaGranja,HorasNocturnidad,decimal,YES
dbo,ImportPlanillaGranja,CodDevengo,int,YES
dbo,ImportPlanillaGranja,OtrosDevengos,decimal,YES
dbo,ImportPlanillaGranja,CodComida,int,YES
dbo,ImportPlanillaGranja,Comida,decimal,YES
dbo,ImportPlanillaGranja,CodDescuento,int,YES
dbo,ImportPlanillaGranja,OtrosDescuentos,decimal,YES
dbo,ImportPlanillaGranja,Usuario,char,NO
dbo,ImportPrecioAv,CodPais,char,NO
dbo,ImportPrecioAv,Dealer,int,NO
dbo,ImportPrecioAv,TipoCliente,smallint,NO
dbo,ImportPrecioAv,Codigo,char,NO
dbo,ImportPrecioAv,TipoUnidad,char,NO
dbo,ImportPrecioAv,Precio,decimal,NO
dbo,ImportPrecioAv,FechaDesde,date,NO
dbo,ImportPrecioAv,FechaHasta,date,NO
dbo,ImportPrecioAv,CreadoPor,char,NO
dbo,ImportPrecioAv,FechaCreado,date,NO
dbo,ImportPrecioAv,HoraCreado,char,NO
dbo,ImportPrecioAv,ModificadoPor,char,NO
dbo,ImportPrecioAv,FechaUpdate,date,NO
dbo,ImportPrecioAv,HoraUpdate,char,NO
dbo,ImportPrecioConAv,CodPais,char,NO
dbo,ImportPrecioConAv,Dealer,int,NO
dbo,ImportPrecioConAv,ClienteNo,char,NO
dbo,ImportPrecioConAv,Codigo,char,NO
dbo,ImportPrecioConAv,TipoUnidad,char,NO
dbo,ImportPrecioConAv,Precio,decimal,NO
dbo,ImportPrecioConAv,FechaDesde,date,NO
dbo,ImportPrecioConAv,FechaHasta,date,NO
dbo,ImportPrecioConAv,CreadoPor,char,NO
dbo,ImportPrecioConAv,FechaCreado,date,NO
dbo,ImportPrecioConAv,HoraCreado,char,NO
dbo,ImportPrecioConAv,ModificadoPor,char,NO
dbo,ImportPrecioConAv,FechaUpdate,date,NO
dbo,ImportPrecioConAv,HoraUpdate,char,NO
dbo,ImportPrecioConAv,Precio2,decimal,NO
dbo,ImportProveedor,CodPais,char,NO
dbo,ImportProveedor,Dealer,int,NO
dbo,ImportProveedor,Codigo,char,NO
dbo,ImportProveedor,Nombre,char,NO
dbo,ImportProveedor,NRC,char,NO
dbo,ImportProveedor,Direccion,char,NO
dbo,ImportProveedor,Giro,char,NO
dbo,ImportProveedor,CodigoContable,char,NO
dbo,ImportProveedor,NIT,char,NO
dbo,ImportProveedor,Pais,char,NO
dbo,ImportProveedor,Email,char,NO
dbo,ImportProveedor,Origen,char,NO
dbo,ImportProveedor,SujetoRetencion,bit,NO
dbo,ImportProveedor,Percibe,bit,NO
dbo,ImportProveedor,NombreComercial,char,YES
dbo,ImportProveedor,Estatus,bit,YES
dbo,ImportProveedor,TasaIVA,float,NO
dbo,ImportProveedor,Departamento,int,NO
dbo,ImportProveedor,Municipio,int,NO
dbo,ImportProveedor,DUI,char,NO
dbo,ImportProveedor,Telefono,char,NO
dbo,ImportProveedor,NombreActividad,varchar,NO
dbo,ImportProveedor,CodActividad,int,NO
dbo,ImportProveedor,Usuario,char,NO
dbo,ImprimirNR,CodPais,char,NO
dbo,ImprimirNR,Dealer,int,NO
dbo,ImprimirNR,Tda,char,NO
dbo,ImprimirNR,Usuario,char,NO
dbo,ImprimirNR,SerieNR,char,NO
dbo,ImprimirNR,NRNo,int,NO
dbo,ImprimirNR,Impresa,bit,NO
dbo,Impuesto,CodPais,char,NO
dbo,Impuesto,Dealer,int,NO
dbo,Impuesto,Codigo,int,NO
dbo,Impuesto,Impuesto,char,NO
dbo,Impuesto,ValorFijo,decimal,NO
dbo,Impuesto,Formula,decimal,NO
dbo,Impuesto,Porcentaje,decimal,NO
dbo,Impuesto,Comentario,char,NO
dbo,Impuesto,CContable,char,NO
dbo,Impuesto,Suma,bit,NO
dbo,ImpuestoDet,CodPais,char,NO
dbo,ImpuestoDet,Dealer,int,NO
dbo,ImpuestoDet,Codigo,int,NO
dbo,ImpuestoDet,CodDte,char,NO
dbo,ImpuestoDet,Suma,bit,YES
dbo,ImpuestoDTE,CodPais,char,NO
dbo,ImpuestoDTE,Codigo,char,NO
dbo,ImpuestoDTE,Descripcion,char,YES
dbo,ImpuestoDTE,ValorFijo,decimal,NO
dbo,ImpuestoDTE,Formula,decimal,NO
dbo,ImpuestoDTE,Porcentaje,decimal,NO
dbo,ImpuestoDTE,Activo,bit,NO
dbo,Inasistencia,CodPais,char,NO
dbo,Inasistencia,Dealer,int,NO
dbo,Inasistencia,Codigo,int,NO
dbo,Inasistencia,Fecha,datetime,NO
dbo,Inasistencia,Empresa,smallint,NO
dbo,Inasistencia,CdCosto,char,NO
dbo,Inasistencia,SDA,smallint,NO
dbo,Inasistencia,Condicion,char,NO
dbo,Inasistencia,Autorizado,bit,NO
dbo,Inasistencia,Autorizador,int,NO
dbo,Inasistencia,Rubro,char,NO
dbo,Inasistencia,Plaza,char,NO
dbo,Incoterm,CodPais,char,NO
dbo,Incoterm,Codigo,char,NO
dbo,Incoterm,Descripcion,varchar,YES
dbo,IncotermFEL,CodPais,char,NO
dbo,IncotermFEL,Codigo,char,NO
dbo,IncotermFEL,Descripcion,varchar,YES
dbo,IngCaja,CodPais,char,NO
dbo,IngCaja,Dealer,int,NO
dbo,IngCaja,Tda,char,NO
dbo,IngCaja,IngresoCaja,int,NO
dbo,IngCaja,Fecha,datetime,NO
dbo,IngCaja,FechaProceso,datetime,NO
dbo,IngCaja,Hora,char,NO
dbo,IngCaja,Cajero,char,NO
dbo,IngCaja,Cobrador,char,NO
dbo,IngCaja,ClienteNo,char,NO
dbo,IngCaja,Valor,decimal,NO
dbo,IngCaja,NoDocs,smallint,NO
dbo,IngCaja,SaldoFacturas,decimal,NO
dbo,IngCaja,InteresesMora,decimal,NO
dbo,IngCaja,UsuarioCreador,char,NO
dbo,IngCaja,UsuarioModificador,char,NO
dbo,IngCaja,ReciboCobro,decimal,NO
dbo,IngCaja,FormaPago,char,NO
dbo,IngCaja,Banco,char,NO
dbo,IngCaja,Referencia,char,NO
dbo,IngCaja,Estatus,char,NO
dbo,IngCaja,Efectivo,decimal,NO
dbo,IngCaja,Vales,decimal,NO
dbo,IngCaja,Cheques,decimal,NO
dbo,IngCajaAv,CodPais,char,NO
dbo,IngCajaAv,Dealer,int,NO
dbo,IngCajaAv,Tda,char,NO
dbo,IngCajaAv,IngresoCaja,int,NO
dbo,IngCajaAv,Fecha,datetime,NO
dbo,IngCajaAv,FechaProceso,datetime,NO
dbo,IngCajaAv,Hora,char,NO
dbo,IngCajaAv,Cajero,char,NO
dbo,IngCajaAv,Cobrador,char,NO
dbo,IngCajaAv,Efectivo,decimal,YES
dbo,IngCajaAv,Cheques,decimal,YES
dbo,IngCajaAv,Valor,decimal,NO
dbo,IngCajaAv,UsuarioCreador,char,NO
dbo,IngCajaAv,UsuarioModificador,char,NO
dbo,IngCajaAv,FormaPago,char,NO
dbo,IngCajaAv,Cuenta,char,NO
dbo,IngCajaAv,Referencia,char,NO
dbo,IngCajaAv,Estatus,char,NO
dbo,IngCajaAv,Concepto,varchar,NO
dbo,IngDevVtas,CodPais,char,NO
dbo,IngDevVtas,Dealer,int,NO
dbo,IngDevVtas,Tda,char,NO
dbo,IngDevVtas,IngresoNo,float,NO
dbo,IngDevVtas,SerieDoc,char,NO
dbo,IngDevVtas,TipoDoc,char,NO
dbo,IngDevVtas,DocNo,int,NO
dbo,IngDevVtas,ClienteNo,char,NO
dbo,IngDevVtas,Fecha,datetime,NO
dbo,IngDevVtas,IVA,float,NO
dbo,IngDevVtas,Gravada,float,NO
dbo,IngDevVtas,Exenta,float,NO
dbo,IngDevVtas,Retencion,float,NO
dbo,IngDevVtas,Total,float,NO
dbo,IngDevVtas,Impresa,bit,NO
dbo,IngDevVtas,UltimaLinea,smallint,NO
dbo,IngDevVtas,TotalCargo,float,NO
dbo,IngDevVtas,Bodega,char,NO
dbo,IngDevVtas,Liquidado,bit,NO
dbo,IngDevVtas,Autorizado,bit,NO
dbo,IngHoraExtra,CodPais,char,NO
dbo,IngHoraExtra,Dealer,int,NO
dbo,IngHoraExtra,Fecha,date,NO
dbo,IngHoraExtra,Empleado,int,NO
dbo,IngHoraExtra,Observacion,char,NO
dbo,IngHoraExtra,Tipo,int,NO
dbo,IngHoraExtra,HoraExtra,float,NO
dbo,IngHoraExtra,HoraExtraAut,float,NO
dbo,IngHoraExtra,Autorizador,int,NO
dbo,IngHoraExtra,Autorizada,bit,NO
dbo,IngHoraExtra,Creado,char,YES
dbo,IngHoraExtra,Modificado,char,YES
dbo,IngHoraExtra,FechaNatural,date,NO
dbo,IngHoraExtra,PersonaNatural,char,NO
dbo,IngHoraExtra,Planilla,int,NO
dbo,IngHoraExtra,Seleccionar,bit,NO
dbo,IngHoraExtra,Nivel,int,YES
dbo,IngHoraExtra,Division,char,NO
dbo,IngresoBodega,CodPais,char,NO
dbo,IngresoBodega,Dealer,int,NO
dbo,IngresoBodega,Tda,char,NO
dbo,IngresoBodega,IngresoNo,decimal,NO
dbo,IngresoBodega,SerieDoc,char,NO
dbo,IngresoBodega,TipoDoc,char,NO
dbo,IngresoBodega,DocNo,char,NO
dbo,IngresoBodega,Envio,char,NO
dbo,IngresoBodega,Ref,int,NO
dbo,IngresoBodega,Proveedor,char,NO
dbo,IngresoBodega,Fecha,datetime,NO
dbo,IngresoBodega,IVA,decimal,NO
dbo,IngresoBodega,Gravada,decimal,NO
dbo,IngresoBodega,Exenta,decimal,NO
dbo,IngresoBodega,Total,decimal,NO
dbo,IngresoBodega,Impresa,bit,NO
dbo,IngresoBodega,UltimaLinea,smallint,NO
dbo,IngresoBodega,ImportacionNo,int,NO
dbo,IngresoBodega,NRC,char,NO
dbo,IngresoBodega,TotalCargo,decimal,NO
dbo,IngresoBodega,Transporte,char,NO
dbo,IngresoBodega,Motorista,char,NO
dbo,IngresoBodega,PlacaNo,char,NO
dbo,IngresoBodega,s,char,NO
dbo,IngresoBodega,Liquidado,bit,NO
dbo,IngresoBodega,Retencion,decimal,NO
dbo,INGRESOSCAJA,CodPais,char,NO
dbo,INGRESOSCAJA,Dealer,int,NO
dbo,INGRESOSCAJA,Tda,char,NO
dbo,INGRESOSCAJA,Cajero,char,NO
dbo,INGRESOSCAJA,NoIngreso,int,NO
dbo,INGRESOSCAJA,Correlativo,int,NO
dbo,INGRESOSCAJA,Fecha,datetime,NO
dbo,INGRESOSCAJA,Cobrador,char,NO
dbo,INGRESOSCAJA,Impreso,bit,NO
dbo,INGRESOSCAJA,Usuario,char,NO
dbo,INGRESOSCAJA,Hora,char,NO
dbo,IngresoTienda,CodPais,char,NO
dbo,IngresoTienda,Dealer,int,NO
dbo,IngresoTienda,Tienda,char,NO
dbo,IngresoTienda,IngresoNo,int,NO
dbo,IngresoTienda,TiendaOrigen,char,NO
dbo,IngresoTienda,Serie,char,NO
dbo,IngresoTienda,TrasladoNo,int,NO
dbo,IngresoTienda,Bodega,char,NO
dbo,IngresoTienda,Fecha,datetime,NO
dbo,IngresoTienda,Ultimo,int,NO
dbo,InscripISSS,CodPais,char,NO
dbo,InscripISSS,Dealer,int,NO
dbo,InscripISSS,PatronalNo,char,NO
dbo,InscripISSS,NombrePatrono,char,NO
dbo,InscripISSS,Departamento,char,NO
dbo,InscripISSS,Municipio,char,NO
dbo,InscripISSS,ColoniaCalleNumero,char,NO
dbo,InscripISSS,ApartadoPostal,char,NO
dbo,InscripISSS,Telefono,char,NO
dbo,InscripISSS,ActividadEmpresa,char,NO
dbo,InscripISSS,NombreComercial,char,NO
dbo,InscripISSS,Direccion,char,NO
dbo,InsumoGeneral,CodPais,char,NO
dbo,InsumoGeneral,Dealer,int,NO
dbo,InsumoGeneral,ID,int,NO
dbo,InsumoGeneral,Descripcion,varchar,YES
dbo,InsumoGeneral,Activo,bit,YES
dbo,INVE,Codigo,char,YES
dbo,Inventario,CodPais,char,NO
dbo,Inventario,Dealer,int,NO
dbo,Inventario,Codigo,char,NO
dbo,Inventario,Descripcion,char,YES
dbo,Inventario,DescripcionLarga,char,NO
dbo,Inventario,Marca,char,NO
dbo,Inventario,Modelo,char,NO
dbo,Inventario,Capacidad,char,NO
dbo,Inventario,Kit,bit,NO
dbo,Inventario,Unidad,char,YES
dbo,Inventario,Tipo,char,NO
dbo,Inventario,Linea,char,NO
dbo,Inventario,SubLinea,char,NO
dbo,Inventario,CostoUnitario,decimal,NO
dbo,Inventario,CostoTotal,decimal,NO
dbo,Inventario,Precio4,decimal,NO
dbo,Inventario,Existencia,decimal,NO
dbo,Inventario,Ingreso,decimal,NO
dbo,Inventario,Egreso,decimal,NO
dbo,Inventario,Ubicacion,char,NO
dbo,Inventario,Clase,char,NO
dbo,Inventario,Proveedor,char,NO
dbo,Inventario,Minimo,decimal,NO
dbo,Inventario,Maximo,decimal,NO
dbo,Inventario,InfAdicional,char,NO
dbo,Inventario,CodBarra,char,YES
dbo,Inventario,Precio1,decimal,NO
dbo,Inventario,Precio2,decimal,NO
dbo,Inventario,Precio3,decimal,NO
dbo,Inventario,ExistenciaInicial,decimal,NO
dbo,Inventario,PromedioDiario,decimal,NO
dbo,Inventario,DiaInventario,decimal,NO
dbo,Inventario,DiaGarantia,smallint,NO
dbo,Inventario,FechaEntrada,datetime,NO
dbo,Inventario,SerieNo,bit,NO
dbo,Inventario,ManejaExistencia,bit,NO
dbo,Inventario,SIM,bit,NO
dbo,Inventario,IMEI,bit,NO
dbo,Inventario,TelNo,bit,NO
dbo,Inventario,MDH,bit,NO
dbo,Inventario,TipoDescto,char,NO
dbo,Inventario,PorcDescto,real,NO
dbo,Inventario,ValorDescto,decimal,NO
dbo,Inventario,PlanDescto,bit,NO
dbo,Inventario,Foto,varchar,YES
dbo,Inventario,Precio5,decimal,NO
dbo,Inventario,Precio6,decimal,NO
dbo,Inventario,Arancel,char,NO
dbo,Inventario,Precio7,decimal,NO
dbo,Inventario,Precio8,decimal,NO
dbo,Inventario,Precio9,decimal,NO
dbo,Inventario,Precio10,decimal,NO
dbo,Inventario,Precio11,decimal,NO
dbo,Inventario,Precio12,decimal,NO
dbo,Inventario,Precio13,decimal,NO
dbo,Inventario,Precio14,decimal,NO
dbo,Inventario,Precio15,decimal,NO
dbo,Inventario,CuentaContable,char,NO
dbo,Inventario,Peso,decimal,NO
dbo,Inventario,CtaVenta,char,NO
dbo,Inventario,CtaCostoVta,char,NO
dbo,Inventario,CtaDevolucion,char,NO
dbo,Inventario,CtaPedidoTransito,char,NO
dbo,Inventario,PesoBruto,decimal,NO
dbo,Inventario,CtaProductoProceso,char,NO
dbo,Inventario,UltimoCosto,decimal,NO
dbo,Inventario,PrecioMod,bit,NO
dbo,Inventario,ImeiVta,bit,NO
dbo,Inventario,Division,char,NO
dbo,Inventario,Depart,char,NO
dbo,Inventario,Sku,varchar,NO
dbo,Inventario,Upc,varchar,NO
dbo,Inventario,UltSalida,datetime,NO
dbo,Inventario,Accesorio,char,NO
dbo,Inventario,Activo,bit,NO
dbo,Inventario,UltCompra,datetime,NO
dbo,Inventario,CodigoPlu,char,NO
dbo,Inventario,UnidadPresentacion,int,NO
dbo,Inventario,Grupo,char,NO
dbo,Inventario,Uxp2,int,NO
dbo,Inventario,MermaMax,decimal,NO
dbo,Inventario,MermaMin,decimal,NO
dbo,Inventario,ControlaMerma,bit,NO
dbo,Inventario,UAct,char,NO
dbo,Inventario,CtaRebaja,char,NO
dbo,Inventario,CtaDescuento,char,NO
dbo,Inventario,Factor,float,NO
dbo,Inventario,PrecioXp,decimal,NO
dbo,Inventario,PrecioRelacionadas,decimal,NO
dbo,Inventario,PMayoreoSM,decimal,NO
dbo,Inventario,PPreventaSM,decimal,NO
dbo,Inventario,ReporteMinimo,bit,NO
dbo,Inventario,Lote,bit,NO
dbo,Inventario,Impuesto,int,NO
dbo,Inventario,UnidadxTarima,float,NO
dbo,Inventario,ActPrecio,bit,NO
dbo,Inventario,TipoComision,smallint,NO
dbo,Inventario,Comision,decimal,NO
dbo,Inventario,Descartable,bit,NO
dbo,Inventario,SubGrupo,char,NO
dbo,Inventario,Clasificacion,char,NO
dbo,Inventario,UsoX1000,decimal,NO
dbo,InventarioEmpaque,CodPais,char,NO
dbo,InventarioEmpaque,Dealer,int,NO
dbo,InventarioEmpaque,Codigo,char,NO
dbo,InventarioEmpaque,Empaque,char,NO
dbo,InventarioEmpaque,CantxSaco,int,NO
dbo,InventarioFisico,CodPais,char,NO
dbo,InventarioFisico,Dealer,int,NO
dbo,InventarioFisico,Tipo,char,NO
dbo,InventarioFisico,Numero,int,NO
dbo,InventarioFisico,Tda,char,NO
dbo,InventarioFisico,Fecha,datetime,NO
dbo,InventarioFisico,Bodega,char,NO
dbo,InventarioFisico,Encargado,char,NO
dbo,InventarioFisico,UltimaLinea,int,NO
dbo,InventarioFisico,Valor,decimal,NO
dbo,InventarioFisico,Estatus,char,NO
dbo,InventarioFisico,SerReqIng,char,NO
dbo,InventarioFisico,SerReqEgr,char,NO
dbo,InventarioFisico,ReqIng,int,NO
dbo,InventarioFisico,ReqEgr,int,NO
dbo,InventarioMargen,CodPais,char,NO
dbo,InventarioMargen,Dealer,int,NO
dbo,InventarioMargen,Codigo,char,NO
