TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,IS_NULLABLE
dbo,AaumSal,CodPais,char,NO
dbo,AaumSal,Dealer,int,NO
dbo,AaumSal,Empleado,int,NO
dbo,AaumSal,TipoAumento,char,NO
dbo,AaumSal,Autorizacion,bit,NO
dbo,AaumSal,SalarioAnterior,float,NO
dbo,AaumSal,NuevoSalario,float,NO
dbo,AaumSal,Fecha,datetime,NO
dbo,AaumSal,Aplicado,bit,NO
dbo,AbonoCuenta,CodPais,char,NO
dbo,AbonoCuenta,Dealer,int,NO
dbo,AbonoCuenta,Tda,char,NO
dbo,AbonoCuenta,SerieDoc,char,NO
dbo,AbonoCuenta,TipoDoc,char,NO
dbo,AbonoCuenta,DocNo,int,NO
dbo,AbonoCuenta,Fecha,datetime,NO
dbo,AbonoCuenta,Valor,decimal,NO
dbo,AbonoCuenta,ReciboCaja,char,NO
dbo,AbonoCuenta,FormaPago,char,NO
dbo,AbonoCuenta,ClienteNo,char,NO
dbo,AbonoCuenta,Concepto,varchar,NO
dbo,AbonoCuenta,Vendedor,char,NO
dbo,AbonoCuenta,Liquidacion,int,NO
dbo,AbonoCuenta,Usuario,char,NO
dbo,AbonoCuenta,Cajero,char,NO
dbo,AbonoCuenta,Banco,char,NO
dbo,AbonoCuenta,NoCuentaBanco,char,NO
dbo,AbonoCuenta,NoCheque,char,NO
dbo,AbonoCuenta,TipoCheque,smallint,NO
dbo,AbonoCuenta,Origen,char,NO
dbo,AbonoCuenta,FechaCobroPostfechado,datetime,NO
dbo,AbonoCuenta,ReciboIngreso,int,NO
dbo,AbonoCuenta,Cobrador,char,NO
dbo,AbonoCuenta,CorrID,int,NO
dbo,AbonoCuenta,Sucursal,char,NO
dbo,AbonoCuenta,TdaDoc,char,YES
dbo,AbonoCuenta,FechaCheque,datetime,YES
dbo,AbonoCuenta,PaisTransferencia,nchar,YES
dbo,AbonoCuenta,Impresa,bit,YES
dbo,AbonoCuenta,NombreRecpChq,char,YES
dbo,AbonoCuenta,SerieCheque,char,YES
dbo,AbonoCuenta,Referencia,char,YES
dbo,AbonoCuenta,ChqRec,int,NO
dbo,AbonoCuenta,idAbono,int,NO
dbo,AbonoImportacion,CodPais,char,NO
dbo,AbonoImportacion,Dealer,int,NO
dbo,AbonoImportacion,Tda,char,NO
dbo,AbonoImportacion,ImportacionNo,int,NO
dbo,AbonoImportacion,id,int,NO
dbo,AbonoImportacion,Proveedor,char,NO
dbo,AbonoImportacion,FacturaNo,char,NO
dbo,AbonoImportacion,Documento,char,NO
dbo,AbonoImportacion,Fecha,datetime,NO
dbo,AbonoImportacion,Valor,decimal,NO
dbo,AbonoImportacion,Concepto,char,NO
dbo,AbonoImportacion,Cheque,char,NO
dbo,AbonoImportacion,Partida,char,YES
dbo,AbonoImportacion,Cta,char,NO
dbo,AbonoImportacion,Serie,char,NO
dbo,AbonoImportacion,ChequeNo,int,NO
dbo,AbonoProveedor,CodPais,char,NO
dbo,AbonoProveedor,Dealer,int,NO
dbo,AbonoProveedor,Tda,char,NO
dbo,AbonoProveedor,Proveedor,char,NO
dbo,AbonoProveedor,SerieDoc,varchar,NO
dbo,AbonoProveedor,TipoDoc,char,NO
dbo,AbonoProveedor,DocNo,varchar,NO
dbo,AbonoProveedor,Fecha,datetime,NO
dbo,AbonoProveedor,Valor,float,NO
dbo,AbonoProveedor,Partida,char,NO
dbo,AbonoProveedor,Cheque,char,NO
dbo,AbonoProveedor,Concepto,char,NO
dbo,AbonoProveedor,Cta,char,NO
dbo,AbonoProveedor,SerieChq,char,NO
dbo,AbonoProveedor,ChequeNo,int,NO
dbo,AbonoProveedor,FormaPago,char,NO
dbo,AbonoProveedor,Usuario,char,NO
dbo,AccionPersonal,CodPais,char,NO
dbo,AccionPersonal,Dealer,smallint,NO
dbo,AccionPersonal,Empleado,int,NO
dbo,AccionPersonal,Fecha,datetime,NO
dbo,AccionPersonal,Tipo,smallint,NO
dbo,AccionPersonal,FechaInicio,datetime,NO
dbo,AccionPersonal,FechaFin,datetime,NO
dbo,AccionPersonal,FechaApl,datetime,NO
dbo,AccionPersonal,HoraApl,char,NO
dbo,AccionPersonal,Usuario,char,NO
dbo,AccionPersonal,Valor,float,NO
dbo,AccionPersonal,SolicitadoPor,char,NO
dbo,AccionPersonal,ValidadoPor,char,NO
dbo,AccionPersonal,Aplicado,bit,NO
dbo,AccionPersonal,PlanillaNo,int,NO
dbo,AccionPersonal,Descripcion,varchar,NO
dbo,ActividadEconomica,CodPais,char,NO
dbo,ActividadEconomica,Codigo,int,NO
dbo,ActividadEconomica,Descripcion,char,NO
dbo,ActivoFijo,CodPais,char,NO
dbo,ActivoFijo,Dealer,int,NO
dbo,ActivoFijo,Codigo,char,NO
dbo,ActivoFijo,Descripcion,char,NO
dbo,ActivoFijo,TipoActivo,char,NO
dbo,ActivoFijo,Ubicacion,smallint,NO
dbo,ActivoFijo,Porcentaje,real,NO
dbo,ActivoFijo,Fecha,datetime,NO
dbo,ActivoFijo,ValorOriginal,float,NO
dbo,ActivoFijo,DepAcumulada,float,NO
dbo,ActivoFijo,Revaluo,float,NO
dbo,ActivoFijo,Saldo,float,NO
dbo,ActivoFijo,Residual,float,NO
dbo,ActivoFijo,Estado,char,NO
dbo,ActivoFijo,Cantidad,float,NO
dbo,ActivoFijo,CuentaDepreciacion,char,NO
dbo,ActivoFijo,CuentaGasto,char,NO
dbo,ActivoFijo,Clase,char,NO
dbo,ActivoFijo,Proveedor,char,NO
dbo,ActivoFijo,Documento,char,NO
dbo,ActivoFijo,InicioDepreciacion,datetime,NO
dbo,ActivSoc,CodPais,char,NO
dbo,ActivSoc,Dealer,int,NO
dbo,ActivSoc,Codigo,int,NO
dbo,ActivSoc,Fecha,datetime,NO
dbo,ActivSoc,Descripcion,char,NO
dbo,ActPrecioAv,CodPais,char,NO
dbo,ActPrecioAv,Dealer,int,NO
dbo,ActPrecioAv,TipoCliente,smallint,NO
dbo,ActPrecioAv,Sublinea,char,NO
dbo,ActPrecioAv,Factor,int,NO
dbo,ActPrecioAv,TipoUnidad,char,NO
dbo,ActPrecioAv,Cantidad,int,NO
dbo,ActPrecioAv,Vigente,date,NO
dbo,ActPrecioAv,Reclasifica,smallint,NO
dbo,ActPrecioAv,Actualizar,bit,NO
dbo,ActPrecioAv,Activo,bit,NO
dbo,AdicionalDespacho,Codpais,char,NO
dbo,AdicionalDespacho,Dealer,smallint,NO
dbo,AdicionalDespacho,DespachoNo,int,NO
dbo,AdicionalDespacho,CodigoItem,char,NO
dbo,AdicionalDespacho,Cantidad,decimal,NO
dbo,AdicionalDespacho,PesoBruto,decimal,NO
dbo,AExcel,Usuario,char,NO
dbo,AExcel,Identidad,int,NO
dbo,AExcel,A,char,NO
dbo,AExcel,B,char,YES
dbo,AExcel,C,char,YES
dbo,AExcel,D,char,YES
dbo,AExcel,E,char,YES
dbo,AExcel,F,char,YES
dbo,AExcel,G,char,YES
dbo,AExcel,H,char,YES
dbo,AExcel,I,char,YES
dbo,AExcel,J,char,YES
dbo,AExcel,K,char,YES
dbo,AExcel,L,char,YES
dbo,AExcel,M,char,YES
dbo,AExcel,N,char,YES
dbo,AExcel,O,char,YES
dbo,AExcel,P,char,YES
dbo,AExcel,Q,char,YES
dbo,AExcel,R,char,YES
dbo,AExcel,S,char,YES
dbo,AExcel,T,char,YES
dbo,AExcel,U,char,YES
dbo,AExcel,V,char,YES
dbo,AExcel,W,char,YES
dbo,AExcel,X,char,YES
dbo,AExcel,Y,char,YES
dbo,AExcel,Z,char,YES
dbo,AExcel,AA,char,YES
dbo,AExcel,AB,char,YES
dbo,AExcel,AC,char,YES
dbo,AExcel,AD,char,YES
dbo,AExcel,AE,char,YES
dbo,AExcel,AF,char,YES
dbo,AExcel,AG,char,YES
dbo,AExcel,AH,char,YES
dbo,AExcel,AI,char,YES
dbo,AExcel,AJ,char,YES
dbo,AExcel,AK,char,YES
dbo,AExcel,AL,char,YES
dbo,AExcel,AM,char,YES
dbo,AExcel,AN,char,YES
dbo,AExcel,AO,char,YES
dbo,AExcel,AP,char,YES
dbo,AExcel,AQ,char,YES
dbo,AExcel,AR,char,YES
dbo,AExcel,AS1,char,YES
dbo,AExcel,AT,char,YES
dbo,AExcel,AU,char,YES
dbo,AExcel,AV,char,YES
dbo,AExcel,AW,char,YES
dbo,AExcel,AX,char,YES
dbo,AExcel,AY,char,YES
dbo,AExcel,AZ,char,YES
dbo,AExcel,BA,char,YES
dbo,AExcel,BB,char,YES
dbo,AExcel,BC,char,YES
dbo,AExcel,BD,char,YES
dbo,AExcel,BE,char,YES
dbo,AExcel,BF,char,YES
dbo,AExcel,BG,char,YES
dbo,AExcel,BH,char,YES
dbo,AExcel,BI,char,YES
dbo,AExcel,BJ,char,YES
dbo,AExcel,BK,char,YES
dbo,AExcel,BL,char,YES
dbo,AExcel,BM,char,YES
dbo,AExcel,BN,char,YES
dbo,AExcelLibros,Usuario,char,NO
dbo,AExcelLibros,Identidad,int,NO
dbo,AExcelLibros,A,char,NO
dbo,AExcelLibros,B,char,YES
dbo,AExcelLibros,C,char,YES
dbo,AExcelLibros,D,char,YES
dbo,AExcelLibros,E,char,YES
dbo,AExcelLibros,F,char,YES
dbo,AExcelLibros,G,char,YES
dbo,AExcelLibros,H,char,YES
dbo,AExcelLibros,I,char,YES
dbo,AExcelLibros,J,char,YES
dbo,AExcelLibros,K,char,YES
dbo,AExcelLibros,L,char,YES
dbo,AExcelLibros,M,char,YES
dbo,AExcelLibros,N,char,YES
dbo,AExcelLibros,O,char,YES
dbo,AExcelLibros,P,char,YES
dbo,AExcelLibros,Q,char,YES
dbo,AExcelLibros,R,char,YES
dbo,AExcelLibros,S,char,YES
dbo,AExcelLibros,T,char,YES
dbo,AExcelLibros,U,char,YES
dbo,AExcelLibros,V,char,YES
dbo,AExcelLibros,W,char,YES
dbo,AExcelLibros,X,char,YES
dbo,AExcelLibros,Y,char,YES
dbo,AExcelLibros,Z,char,YES
dbo,AExcelLibros,AA,char,YES
dbo,AExcelLibros,AB,char,YES
dbo,AExcelLibros,AC,char,YES
dbo,AExcelLibros,AD,char,YES
dbo,AExcelLibros,AE,char,YES
dbo,AExcelLibros,AF,char,YES
dbo,AExcelLibros,AG,char,YES
dbo,AExcelLibros,AH,char,YES
dbo,AExcelLibros,AI,char,YES
dbo,AExcelLibros,AJ,char,YES
dbo,AExcelLibros,AK,char,YES
dbo,AExcelLibros,AL,char,YES
dbo,AExcelLibros,AM,char,YES
dbo,AExcelLibros,AN,char,YES
dbo,AExcelLibros,AO,char,YES
dbo,AExcelLibros,AP,char,YES
dbo,AExcelLibros,AQ,char,YES
dbo,AExcelLibros,AR,char,YES
dbo,AExcelLibros,AS1,char,YES
dbo,AExcelLibros,AT,char,YES
dbo,AExcelLibros,AU,char,YES
dbo,AExcelLibros,AV,char,YES
dbo,AExcelLibros,AW,char,YES
dbo,AExcelLibros,AX,char,YES
dbo,AExcelLibros,AY,char,YES
dbo,AExcelLibros,AZ,char,YES
dbo,AExcelLibros,BA,char,YES
dbo,AExcelLibros,BB,char,YES
dbo,AExcelLibros,BC,char,YES
dbo,AExcelLibros,BD,char,YES
dbo,AExcelLibros,BE,char,YES
dbo,AExcelLibros,BF,char,YES
dbo,AExcelLibros,BG,char,YES
dbo,AExcelLibros,BH,char,YES
dbo,AExcelLibros,BI,char,YES
dbo,AExcelLibros,BJ,char,YES
dbo,AExcelLibros,BK,char,YES
dbo,AExcelLibros,BL,char,YES
dbo,AExcelLibros,BM,char,YES
dbo,AExcelLibros,BN,char,YES
dbo,AfiliacionIVA,CodPais,char,NO
dbo,AfiliacionIVA,Codigo,char,NO
dbo,AfiliacionIVA,Descripcion,char,NO
dbo,Afiliado,CodPais,char,NO
dbo,Afiliado,Dealer,int,NO
dbo,Afiliado,Empleado,char,NO
dbo,Afiliado,Afiliado,char,NO
dbo,Afiliado,Ap1Afiliado,char,NO
dbo,Afiliado,Ap2Afiliado,char,NO
dbo,Afiliado,ApcAfiliado,char,NO
dbo,Afiliado,No1Afiliado,char,NO
dbo,Afiliado,No2Afiliado,char,NO
dbo,Afiliado,EstadoAfiliado,char,NO
dbo,Afiliado,CodigoDocumentoIde,char,NO
dbo,Afiliado,NdiAfiliado,char,NO
dbo,Afiliado,TipoAfiliado,char,NO
dbo,Afiliado,CodigoAdministrador,char,NO
dbo,Afiliado,EntAfiliado,datetime,NO
dbo,Afiliado,SalAfiliado,datetime,NO
dbo,Afiliado,MotAfiliado,char,NO
dbo,Afiliado,TvaAfiliado,char,NO
dbo,Afiliado,TveAfiliado,char,NO
dbo,Afiliado,CvaAfiliado,float,NO
dbo,Afiliado,CveAfiliado,float,NO
dbo,Afiliado,PvaAfiliado,smallint,NO
dbo,Afiliado,PveAfiliado,smallint,NO
dbo,Afiliado,SueAfiliado,float,NO
dbo,Afiliado,DiaAfiliado,smallint,NO
dbo,Afiliado,HoraAfiliado,smallint,NO
dbo,Afiliado,CoeAfiliado,char,NO
dbo,Afiliado,Codigo,char,NO
dbo,AFP,CodPais,char,NO
dbo,AFP,Dealer,int,NO
dbo,AFP,Codigo,smallint,NO
dbo,AFP,Nombre,char,YES
dbo,AFP,PorcentajeLaboral,real,YES
dbo,AFP,PorcentajePatronal,real,YES
dbo,AFP,CuentaContable,char,YES
dbo,AFP,CodigoSuperior,char,YES
dbo,AFP,TopeMaximo,decimal,YES
dbo,AFP,CodigoProveedor,char,YES
dbo,AfpEdicion,CodPais,char,NO
dbo,AfpEdicion,Dealer,int,NO
dbo,AfpEdicion,NumPatronal,char,NO
dbo,AfpEdicion,Periodo,char,NO
dbo,AfpEdicion,CentroTrabajo,char,NO
dbo,AfpEdicion,Empleado,int,NO
dbo,AfpEdicion,NoAfiliacion,char,NO
dbo,AfpEdicion,Nombre,char,NO
dbo,AfpEdicion,Salario,float,NO
dbo,AfpEdicion,PagoAdicional,float,NO
dbo,AfpEdicion,MontoVacacion,float,NO
dbo,AfpEdicion,Dias,smallint,NO
dbo,AfpEdicion,Horas,smallint,NO
dbo,AfpEdicion,DiasVacacion,smallint,NO
dbo,AfpEdicion,CodAfp,char,NO
dbo,AfpEdicion,Pag,int,NO
dbo,AfpEdicion,Identidad,int,NO
dbo,AfpEdicion,FechaRetiro,datetime,NO
dbo,Agenda,CodPais,char,NO
dbo,Agenda,Dealer,smallint,NO
dbo,Agenda,Fecha,datetime,NO
dbo,Agenda,Vendedor,char,NO
dbo,Agenda,Hora_Inicial,char,NO
dbo,Agenda,Hora_Final,char,NO
dbo,Agenda,Dia,smallint,NO
dbo,Agenda,SDA,smallint,NO
dbo,Agenda,Año,smallint,NO
dbo,Agenda,Objetivo,char,NO
dbo,Agenda,Realizado,bit,NO
dbo,Agenda,Objetivo_Cumplido,char,NO
dbo,Agenda,Cliente,char,NO
dbo,Agenda,ProspectoNo,char,NO
dbo,Agenda,Comentario,char,NO
dbo,Agenda,Reprogramado,bit,NO
dbo,Agenda,Reprogramado_para_Fecha,datetime,NO
dbo,Agenda,Reprogramado_para_Hora_Inicial,char,NO
dbo,Agenda,Visita,bit,NO
dbo,Agenda,Llamada,bit,NO
dbo,Agenda,Diagnostico,bit,NO
dbo,Agenda,Oferta,bit,NO
dbo,Agenda,Contraoferta,bit,NO
dbo,Agenda,Seguimiento,bit,NO
dbo,Agenda,Interes,char,NO
dbo,Agenda,Sistema,bit,NO
dbo,Agenda,TiempoUso,smallint,NO
dbo,Agenda,Valuacion,char,NO
dbo,Agenda,Creador,char,NO
dbo,Agenda,Creado,date,NO
dbo,Agenda,Modificador,char,NO
dbo,Agenda,Modificado,date,NO
dbo,Agenda,TdaCotizacion,char,NO
dbo,Agenda,TipoDoc,char,NO
dbo,Agenda,CotizacionNo,int,NO
dbo,AgrupacionCuenta,CodPais,char,NO
dbo,AgrupacionCuenta,Dealer,smallint,NO
dbo,AgrupacionCuenta,Grupo,smallint,NO
dbo,AgrupacionCuenta,Descripcion,char,NO
dbo,AgrupacionCuenta,CuentaContable,char,NO
dbo,AgrupacionPlaca,CodPais,char,NO
dbo,AgrupacionPlaca,Dealer,smallint,NO
dbo,AgrupacionPlaca,Grupo,smallint,NO
dbo,AgrupacionPlaca,CCosto,smallint,NO
dbo,AgrupacionPlaca,Descripcion,char,NO
dbo,Aguinaldo,CodPais,char,NO
dbo,Aguinaldo,Dealer,int,NO
dbo,Aguinaldo,DesdeAnyo,real,NO
dbo,Aguinaldo,HastaAnyo,real,NO
dbo,Aguinaldo,Porcentaje,real,NO
dbo,Aguinaldo,Dias,smallint,NO
dbo,AjusteLote,Codpais,char,NO
dbo,AjusteLote,Dealer,smallint,NO
dbo,AjusteLote,Lote,char,NO
dbo,AjusteLote,Codigo,char,NO
dbo,AjusteLote,Bodega,char,NO
dbo,AjusteLote,Vapor,char,NO
dbo,AjusteLote,IngresoEgreso,char,NO
dbo,AjusteLote,Fecha,datetime,NO
dbo,AjusteLote,Justificante,char,NO
dbo,AjusteLote,Cantidad,float,NO
dbo,ALUMNOS,CodPais,char,NO
dbo,ALUMNOS,Dealer,int,NO
dbo,ALUMNOS,Nombre,char,NO
dbo,ALUMNOS,Codigo,char,NO
dbo,ALUMNOS,Fecha_Nacimiento,datetime,NO
dbo,ALUMNOS,Direccion,char,NO
dbo,ALUMNOS,Estatus,bit,NO
dbo,ALUMNOS,Sexo,smallint,NO
dbo,ALUMNOS,Foto,char,NO
dbo,ALUMNOS,CodUltimoNivel,smallint,NO
dbo,ALUMNOS,CodUltimoGrado,smallint,NO
dbo,ALUMNOS,Telefono,char,NO
dbo,ALUMNOS,UltimaInstitucion,char,NO
dbo,ALUMNOS,Fecha_Creacion,datetime,NO
dbo,ALUMNOS,Usuario_Creador,char,NO
dbo,AniosElectivos,CodPais,char,NO
dbo,AniosElectivos,Dealer,int,NO
dbo,AniosElectivos,Codigo,smallint,NO
dbo,AniosElectivos,Anio,smallint,NO
dbo,AniosElectivos,FechaI,datetime,NO
dbo,AniosElectivos,FechaF,datetime,NO
dbo,AniosElectivos,Cerrado,bit,NO
dbo,AniosElectivos,DiaLimitePago,smallint,YES
dbo,Anticipo,CodPais,char,NO
dbo,Anticipo,Dealer,int,NO
dbo,Anticipo,Codigo,int,NO
dbo,Anticipo,Fecha,datetime,NO
dbo,Anticipo,Valor,float,NO
dbo,Anticipo,CargoAbono,char,NO
dbo,Anticipo,Transaccion,char,NO
dbo,AnticipoCafe,CodPais,char,NO
dbo,AnticipoCafe,Dealer,smallint,NO
dbo,AnticipoCafe,idCosecha,int,NO
dbo,AnticipoCafe,idAnticipoCafe,int,NO
dbo,AnticipoCafe,Fecha,date,NO
dbo,AnticipoCafe,Valor,float,NO
dbo,AnticipoCafe,TipoAnticipo,int,NO
dbo,AnticipoCafe,Cajero,char,NO
dbo,AnticipoCafe,CuentaBanco,char,NO
dbo,AnticipoCafe,ChqNo,int,NO
dbo,AnticipoCafe,Proveedor,char,NO
dbo,AnticipoCafe,Nombre,char,NO
dbo,AnticipoCafe,Interes,decimal,NO
dbo,AnticipoCafe,Observacion,varchar,NO
dbo,AnticipoCafe,IdContratoCafe,int,NO
dbo,AnticipoCafe,Pagado,bit,NO
dbo,AnticipoCafe,Liquidado,bit,NO
dbo,AnticipoCafe,FechaInteres,datetime,NO
dbo,AnticipoVenta,CodPais,char,NO
dbo,AnticipoVenta,Dealer,int,NO
dbo,AnticipoVenta,Tda,char,NO
dbo,AnticipoVenta,IdAnticipo,int,NO
dbo,AnticipoVenta,ClienteNo,char,NO
dbo,AnticipoVenta,Fecha,datetime,NO
dbo,AnticipoVenta,TipoPedido,char,NO
dbo,AnticipoVenta,PedidoNo,int,NO
dbo,AnticipoVenta,SerieDoc,char,NO
dbo,AnticipoVenta,TipoDoc,char,NO
dbo,AnticipoVenta,DocNo,int,NO
dbo,AnticipoVenta,Valor,float,NO
dbo,AnticipoVenta,Comentario,varchar,NO
dbo,AnticipoVenta,Estatus,char,NO
dbo,AnticipoVenta,Recargo,decimal,NO
dbo,AnticipoVenta,Cajero,char,NO
dbo,AnulacionChqs,CodPais,char,NO
dbo,AnulacionChqs,Dealer,int,NO
dbo,AnulacionChqs,Tda,char,NO
dbo,AnulacionChqs,Cuenta,char,NO
dbo,AnulacionChqs,Serie,char,NO
dbo,AnulacionChqs,ChequeNo,int,NO
dbo,AnulacionChqs,Fecha,datetime,NO
dbo,AnulacionChqs,Partida,char,NO
dbo,AnulacionChqs,Nombre,char,NO
dbo,AnulacionChqs,Valor,float,NO
dbo,AnulacionChqs,Concepto,char,NO
dbo,AnulacionChqs,CargoCuenta,char,NO
dbo,AnulacionChqs,Estatus,smallint,NO
dbo,AnulacionChqs,AnuladoPor,char,NO
dbo,AnulacionChqs,Rubro,smallint,NO
dbo,AnulacionChqs,Proveedor,char,NO
dbo,AnulacionChqs,OrdenCompra,int,YES
dbo,AnulacionChqs,MarcaAnticipo,bit,YES
dbo,AnulacionFactura,CodPais,char,NO
dbo,AnulacionFactura,Dealer,int,NO
dbo,AnulacionFactura,Tda,char,NO
dbo,AnulacionFactura,Serie,char,NO
dbo,AnulacionFactura,TipoDoc,char,NO
dbo,AnulacionFactura,DocNo,int,NO
dbo,AnulacionFactura,Concepto,varchar,NO
dbo,AnulacionFactura,Fecha,datetime,NO
dbo,AnulacionFactura,Hora,char,NO
dbo,AnulacionFactura,Usuario,char,NO
dbo,AnulacionFactura,Declarada,bit,NO
dbo,AnulacionFactura,FechaDocOriginal,datetime,NO
dbo,AnulacionFactura,Gravadas,float,NO
dbo,AnulacionFactura,IVA,float,NO
dbo,AnulacionFactura,Exentas,float,NO
dbo,AnulacionFactura,Exportaciones,float,NO
dbo,AnulacionFactura,Total,float,NO
dbo,AnulacionFactura,Bodega,char,NO
dbo,AnulacionFactura,CodigoGeneracion,char,NO
dbo,AnulacionFactura,TipoAnulacion,int,NO
dbo,AnulacionFactura,RTipoDoc,char,NO
dbo,AnulacionFactura,RSerie,char,NO
dbo,AnulacionFactura,RDocNo,int,NO
dbo,AnulacionFactura,TipoDocRes,char,NO
dbo,AnulacionFactura,NombreRes,varchar,NO
dbo,AnulacionFactura,NumDocRes,varchar,NO
dbo,AnulacionFactura,TipoDocSol,char,NO
dbo,AnulacionFactura,NombreSol,varchar,NO
dbo,AnulacionFactura,NumDocSol,varchar,NO
dbo,AnulaReciboCafe,CodPais,char,NO
dbo,AnulaReciboCafe,Dealer,smallint,NO
dbo,AnulaReciboCafe,idCosecha,int,NO
dbo,AnulaReciboCafe,idReciboCafe,int,NO
dbo,AnulaReciboCafe,Usuario,char,NO
dbo,AnulaReciboCafe,Justificacion,char,NO
dbo,AnulaReciboCafe,Fecha,datetime,NO
dbo,AnulaReciboCafe,Hora,char,NO
dbo,Aprobacion,CodPais,char,NO
dbo,Aprobacion,Dealer,int,NO
dbo,Aprobacion,Tda,char,NO
dbo,Aprobacion,Tipo,char,NO
dbo,Aprobacion,Correlativo,int,NO
dbo,Aprobacion,LineaNo,smallint,NO
dbo,Aprobacion,Motivo,char,NO
dbo,Aprobacion,Usuario,char,NO
dbo,Aprobacion,ProveedorAsignado,smallint,NO
dbo,Aprobacion,Cantidad,float,NO
dbo,Aprobacion,Precio,float,NO
dbo,AprobadorPrecio,CodPais,char,NO
dbo,AprobadorPrecio,Dealer,smallint,NO
dbo,AprobadorPrecio,Usuario,char,NO
dbo,AprobadorPrecio,Nombre,char,NO
dbo,AprobadorPrecio,Correo,varchar,NO
dbo,AprobadorPrecio,Activo,bit,YES
dbo,Arancel,CodPais,char,NO
dbo,Arancel,Dealer,int,NO
dbo,Arancel,Codigo,char,NO
dbo,Arancel,Descripcion,char,NO
dbo,Arancel,Porcentaje,decimal,NO
dbo,archivoFelDetalle,LineaNo,int,NO
dbo,archivoFelDetalle,LineaSAT,int,NO
dbo,archivoFelDetalle,Tipo,varchar,NO
dbo,archivoFelDetalle,Cantidad,decimal,NO
dbo,archivoFelDetalle,Presentacion,varchar,YES
dbo,archivoFelDetalle,Descripcion,varchar,YES
dbo,archivoFelDetalle,PrecioUnitario,decimal,NO
dbo,archivoFelDetalle,Importe,decimal,NO
dbo,archivoFelDetalle,Descuento,decimal,YES
dbo,archivoFelEncabezado,Moneda,char,YES
dbo,archivoFelEncabezado,Emision,char,YES
dbo,archivoFelEncabezado,Tipo,char,YES
dbo,archivoFelEncabezado,AfiliacionIVA,char,YES
dbo,archivoFelEncabezado,EstablecimientoNo,char,YES
dbo,archivoFelEncabezado,CorreoEmisor,char,YES
dbo,archivoFelEncabezado,NITEmisor,char,YES
dbo,archivoFelEncabezado,NombreComercial,char,YES
dbo,archivoFelEncabezado,NombreEmisor,char,YES
dbo,archivoFelEncabezado,DireccionEmisor,char,YES
dbo,archivoFelEncabezado,CodigoPostalEmisor,char,YES
dbo,archivoFelEncabezado,DepartamentoEmisor,char,YES
dbo,archivoFelEncabezado,MunicipioEmisor,char,YES
dbo,archivoFelEncabezado,PaisEmisor,char,YES
dbo,archivoFelEncabezado,ClienteNo,char,YES
dbo,archivoFelEncabezado,NombreReceptor,char,YES
dbo,archivoFelEncabezado,DireccionReceptor,char,YES
dbo,archivoFelEncabezado,NITReceptor,char,YES
dbo,archivoFelEncabezado,DUIReceptor,char,YES
dbo,archivoFelEncabezado,NRCReceptor,char,YES
dbo,archivoFelEncabezado,CodigoPostalReceptor,char,YES
dbo,archivoFelEncabezado,DepartamentoReceptor,char,YES
dbo,archivoFelEncabezado,MunicipioReceptor,char,YES
dbo,archivoFelEncabezado,PaisReceptor,char,YES
dbo,archivoFelEncabezado,CorreoReceptor,char,YES
dbo,archivoFelEncabezado,TelReceptor,char,YES
dbo,archivoFelEncabezado,ClienteNo2,char,YES
dbo,archivoFelEncabezado,FactNombre,char,YES
dbo,archivoFelEncabezado,Total,decimal,YES
dbo,archivoFelEncabezado,Vencimiento,date,YES
dbo,archivoFelEncabezado,Contingencia,int,YES
dbo,archivoFelEncabezado,PedidoNo,int,YES
dbo,archivoFelEncabezado,Vendedor,char,YES
dbo,archivoFelEncabezado,Cajero,char,YES
dbo,archivoFelEncabezado,OrdenCompra,int,YES
dbo,archivoFelEncabezado,FormaPago,char,YES
dbo,archivoFelEncabezado,Descuento,decimal,YES
dbo,archivoFelEncabezado,TasaCambio,decimal,YES
dbo,archivoFelEncabezado,Observacion,char,YES
dbo,archivoFelEncabezado,Gravadas,decimal,YES
dbo,archivoFelEncabezado,Exentas,decimal,YES
dbo,archivoFelEncabezado,NoSujetas,decimal,YES
dbo,archivoFelEncabezado,Recibido,decimal,YES
dbo,archivoFelEncabezado,Cambio,decimal,YES
dbo,archivoFelEncabezado,Dias,int,YES
dbo,archivoFelEncabezado,TotalEnLetras,varchar,YES
dbo,AreaMedicaLCD,CodPais,char,NO
dbo,AreaMedicaLCD,Dealer,int,NO
dbo,AreaMedicaLCD,Codigo,char,NO
dbo,AreaMedicaLCD,Descripcion,varchar,YES
dbo,AsignacionAlumnos,CodPais,char,NO
dbo,AsignacionAlumnos,Dealer,int,NO
dbo,AsignacionAlumnos,Codigo,char,NO
dbo,AsignacionAlumnos,CodNivel,smallint,NO
dbo,AsignacionAlumnos,CodGrado,smallint,NO
dbo,AsignacionAlumnos,CodSeccion,smallint,NO
dbo,AsignacionAlumnos,CodAnio,smallint,NO
dbo,AsignacionProd,CodPais,char,NO
dbo,AsignacionProd,Dealer,int,NO
dbo,AsignacionProd,Tda,char,NO
dbo,AsignacionProd,OrdenNo,int,YES
dbo,AsignacionProd,LineaOrden,int,NO
dbo,AsignacionProd,LineaNo,int,NO
dbo,AsignacionProd,FechaAsignado,date,YES
dbo,AsignacionProd,Producido,bit,YES
dbo,AsignacionProd,MOD,decimal,NO
