DescuentoPermanente;Codigo
DescuentoPermanente;Tipo
Despacho;CodPais
Despacho;Dealer
Despacho;Tda
Despacho;DespachoNo
DetalleCorte;CodPais
DetalleCorte;Dealer
DetalleCorte;Tda
DetalleCorte;Orden
DetalleCorte;Linea
DetalleCotRec;CodPais
DetalleCotRec;Dealer
DetalleCotRec;Tda
DetalleCotRec;Tipo
DetalleCotRec;Correlativo
DetalleCotRec;LineaNo
DetalleCuenta;CodPais
DetalleCuenta;Dealer
DetalleCuenta;Tda
DetalleCuenta;Mesa
DetalleCuenta;IDDetalle
DetallePedido;CodPais
DetallePedido;Dealer
DetallePedido;Tda
DetallePedido;Tipo
DetallePedido;SolicitudNo
DetallePedido;LineaNo
DetAnulacion;CodPais
DetAnulacion;Dealer
DetAnulacion;Tda
DetAnulacion;DocNo
DetAnulacion;TipoDoc
DetAnulacion;LineaNo
