FK_Name,Table_Schema,Table_NamE,Column_Name,Ref_Schema,Ref_Table,Ref_Column
FK_DetPedidoVta_Inventario,dbo,DetPedidoVta,CodPais,dbo,Inventario,CodPais
FK_DetPedidoVta_Bodega,dbo,DetPedidoVta,Dealer,dbo,Bodega,Dealer
FK_DetPedidoVta_PedidoVta,dbo,DetPedidoVta,Dealer,dbo,PedidoVta,Dealer
FK_DetPedidoVta_Inventario,dbo,DetPedidoVta,Dealer,dbo,Inventario,Dealer
FK_DetPedidoVta_PedidoVta,dbo,DetPedidoVta,Tda,dbo,PedidoVta,Tda
FK_DetPedidoVta_PedidoVta,dbo,DetPedidoVta,TipoPedido,dbo,PedidoVta,TipoPedido
FK_DetPedidoVta_PedidoVta,dbo,DetPedidoVta,PedidoNo,dbo,PedidoVta,Pedido
FK_DetPedidoVta_Bodega,dbo,DetPedidoVta,Bodega,dbo,Bodega,Bodega
FK_DetPedidoVta_Inventario,dbo,DetPedidoVta,Codigo,dbo,Inventario,Codigo
FK_GrupoBoton_Dealer,dbo,GrupoBoton,CodPais,dbo,Dealer,CodPais
FK_GrupoBoton_Pais,dbo,GrupoBoton,CodPais,dbo,Pais,CodPais
FK_GrupoBoton_Dealer,dbo,GrupoBoton,Dealer,dbo,Dealer,Codigo
FK_Subzona_Zona,dbo,Subzona,CodPais,dbo,Zona,CodPais
FK_Subzona_Zona,dbo,Subzona,Zona,dbo,Zona,Zona
FK_GuiaDigitacion_Dealer,dbo,GuiaDigitacion,CodPais,dbo,Dealer,CodPais
FK_GuiaDigitacion_Dealer,dbo,GuiaDigitacion,Dealer,dbo,Dealer,Codigo
FK_Chqs_Dealer,dbo,Chqs,CodPais,dbo,Dealer,CodPais
FK_Chqs_Pais,dbo,Chqs,CodPais,dbo,Pais,CodPais
FK_Chqs_Dealer,dbo,Chqs,Dealer,dbo,Dealer,Codigo
FK_SolDetTraslado_SolTraslado,dbo,SolDetTraslado,CodPais,dbo,SolTraslado,CodPais
FK_SolDetTraslado_SolTraslado,dbo,SolDetTraslado,Dealer,dbo,SolTraslado,Dealer
FK_SolDetTraslado_SolTraslado,dbo,SolDetTraslado,Tda,dbo,SolTraslado,Tda
FK_SolDetTraslado_SolTraslado,dbo,SolDetTraslado,Serie,dbo,SolTraslado,Serie
FK_SolDetTraslado_SolTraslado,dbo,SolDetTraslado,TrasladoNo,dbo,SolTraslado,TrasladoNo
FK_Cliente_Dealer,dbo,Cliente,CodPais,dbo,Dealer,CodPais
FK_Cliente_Municipio,dbo,Cliente,CodPais,dbo,Municipio,CodPais
FK_Cliente_Vendedor,dbo,Cliente,CodPais,dbo,Vendedor,CodPais
FK_Cliente_Pais,dbo,Cliente,CodPais,dbo,Pais,CodPais
FK_Cliente_TipoCliente,dbo,Cliente,CodPais,dbo,TipoCliente,CodPais
FK_Cliente_Dealer,dbo,Cliente,Dealer,dbo,Dealer,Codigo
FK_Cliente_Vendedor,dbo,Cliente,Dealer,dbo,Vendedor,Dealer
FK_Cliente_TipoCliente,dbo,Cliente,Dealer,dbo,TipoCliente,Dealer
FK_Cliente_Vendedor,dbo,Cliente,Vendedor,dbo,Vendedor,Vendedor
FK_Cliente_TipoCliente,dbo,Cliente,TipoCliente,dbo,TipoCliente,Tipo
FK_Cliente_Municipio,dbo,Cliente,CodMunicipio,dbo,Municipio,Codigo
FK_Clases_Paises,dbo,Clase,CodPais,dbo,Pais,CodPais
FK_Pais,dbo,Segmento,CodPais,dbo,Pais,CodPais
FK_Municipio_SubZona,dbo,Municipio,CodPais,dbo,Subzona,CodPais
FK_Municipio_SubZona,dbo,Municipio,SubZona,dbo,Subzona,Numero
FK_SerFactAnul_DetFactAnul,dbo,SerFactAnuladas,CodPais,dbo,DetAnulaciones,CodPais
FK_SerFactAnul_DetFactAnul,dbo,SerFactAnuladas,Dealer,dbo,DetAnulaciones,Dealer
FK_SerFactAnul_DetFactAnul,dbo,SerFactAnuladas,Tda,dbo,DetAnulaciones,Tda
FK_SerFactAnul_DetFactAnul,dbo,SerFactAnuladas,Tipo_Doc,dbo,DetAnulaciones,TipoDoc
FK_SerFactAnul_DetFactAnul,dbo,SerFactAnuladas,Doc_No,dbo,DetAnulaciones,DocNo
FK_SerFactAnul_DetFactAnul,dbo,SerFactAnuladas,Serie_Doc,dbo,DetAnulaciones,Serie
FK_SerFactAnul_DetFactAnul,dbo,SerFactAnuladas,LineaNo,dbo,DetAnulaciones,LineaNo
FK_PedidoVta_Bodega,dbo,PedidoVta,CodPais,dbo,Bodega,CodPais
FK_PedidoVta_Bodega,dbo,PedidoVta,Dealer,dbo,Bodega,Dealer
FK_PedidoVta_Bodega,dbo,PedidoVta,Bodega,dbo,Bodega,Bodega
FK_PlantillaPartida_PlantillaPartida,dbo,PlantillaPartida,CodPais,dbo,PlantillaPartida,CodPais
FK_PlantillaPartida_PlantillaPartida,dbo,PlantillaPartida,Dealer,dbo,PlantillaPartida,Dealer
FK_PlantillaPartida_PlantillaPartida,dbo,PlantillaPartida,PlantillaNo,dbo,PlantillaPartida,PlantillaNo
FK_DetOrdenCampestre_OrdenCampestre,dbo,DetOrdenCampestre,CodPais,dbo,OrdenCampestre,CodPais
FK_DetOrdenCampestre_OrdenCampestre,dbo,DetOrdenCampestre,Dealer,dbo,OrdenCampestre,Dealer
FK_DetOrdenCampestre_OrdenCampestre,dbo,DetOrdenCampestre,Tda,dbo,OrdenCampestre,Tda
FK_DetOrdenCampestre_OrdenCampestre,dbo,DetOrdenCampestre,OrdenNo,dbo,OrdenCampestre,OrdenNo
FK_ZONA_PAIS,dbo,ZONAS,CodPais,dbo,PAISES,CodPais
FK_DetIngBodega_Bodega,dbo,DetIngBodega,CodPais,dbo,Bodega,CodPais
FK_DetIngBodega_Inventario,dbo,DetIngBodega,CodPais,dbo,Inventario,CodPais
FK_DetIngBodega_Bodega,dbo,DetIngBodega,Dealer,dbo,Bodega,Dealer
FK_DetIngBodega_Inventario,dbo,DetIngBodega,Dealer,dbo,Inventario,Dealer
FK_DetIngBodega_Bodega,dbo,DetIngBodega,Bodega,dbo,Bodega,Bodega
FK_DetIngBodega_Inventario,dbo,DetIngBodega,Codigo,dbo,Inventario,Codigo
FK_DetFactura_Factura,dbo,DetFactura,CodPais,dbo,Factura,CodPais
FK_DetFactura_Inventario,dbo,DetFactura,CodPais,dbo,Inventario,CodPais
FK_DetFactura_Factura,dbo,DetFactura,Dealer,dbo,Factura,Dealer
FK_DetFactura_Inventario,dbo,DetFactura,Dealer,dbo,Inventario,Dealer
FK_DetFactura_Factura,dbo,DetFactura,Tda,dbo,Factura,Tda
FK_DetFactura_Factura,dbo,DetFactura,Serie,dbo,Factura,Serie
FK_DetFactura_Factura,dbo,DetFactura,Tipodoc,dbo,Factura,TipoDoc
FK_DetFactura_Factura,dbo,DetFactura,DocNo,dbo,Factura,DocNo
FK_DetFactura_Inventario,dbo,DetFactura,Codigo,dbo,Inventario,Codigo
FK_FacturaGuardada_Factura,dbo,FacturaGuardada,CodPais,dbo,FacturaTemp,CodPais
FK_FacturaGuardada_Factura,dbo,FacturaGuardada,Dealer,dbo,FacturaTemp,Dealer
FK_FacturaGuardada_Factura,dbo,FacturaGuardada,Tda,dbo,FacturaTemp,Tda
FK_FacturaGuardada_Factura,dbo,FacturaGuardada,TipoDoc,dbo,FacturaTemp,TipoDoc
FK_FacturaGuardada_Factura,dbo,FacturaGuardada,SerieDoc,dbo,FacturaTemp,Serie
FK_FacturaGuardada_Factura,dbo,FacturaGuardada,DocNo,dbo,FacturaTemp,DocNo
FK_UserRights_Dealer,dbo,UserRights,CodPais,dbo,Dealer,CodPais
FK_UserRights_Pais,dbo,UserRights,CodPais,dbo,Pais,CodPais
FK_UserRights_Dealer,dbo,UserRights,Dealer,dbo,Dealer,Codigo
FK_UserRights_UserLogins,dbo,UserRights,ParentIDRGT,dbo,UserLogins,LoginsId
FK_FacturaInventario_Factura,dbo,FacturaInventario,CodPais,dbo,Factura,CodPais
FK_FacturaInventario_Factura,dbo,FacturaInventario,Dealer,dbo,Factura,Dealer
FK_FacturaInventario_Factura,dbo,FacturaInventario,Tda,dbo,Factura,Tda
FK_FacturaInventario_Factura,dbo,FacturaInventario,TipoDoc,dbo,Factura,TipoDoc
FK_FacturaInventario_Factura,dbo,FacturaInventario,SerieDoc,dbo,Factura,Serie
FK_FacturaInventario_Factura,dbo,FacturaInventario,DocNo,dbo,Factura,DocNo
FK_Proveedor_Dealer,dbo,Proveedor,CodPais,dbo,Dealer,CodPais
FK_Proveedor_Pais,dbo,Proveedor,CodPais,dbo,Pais,CodPais
FK_Proveedor_Dealer,dbo,Proveedor,Dealer,dbo,Dealer,Codigo
FK_Base_Dealer,dbo,Base,CodPais,dbo,Dealer,CodPais
FK_Base_Pais,dbo,Base,CodPais,dbo,Pais,CodPais
FK_Base_Dealer,dbo,Base,Dealer,dbo,Dealer,Codigo
FK_MotivoNoConforme_Pais,dbo,MotivoNoConforme,CodPais,dbo,Pais,CodPais
fk_FactTempo_ClienteNo,dbo,FacturaTemporal,CodPais,dbo,Cliente,CodPais
fk_FactTempo_ClienteNo,dbo,FacturaTemporal,Dealer,dbo,Cliente,Dealer
fk_FactTempo_ClienteNo,dbo,FacturaTemporal,ClienteNo,dbo,Cliente,ClienteNo
FK_PreciosSubProductos_Inventario,dbo,PreciosSubProductos,CodPais,dbo,Inventario,CodPais
FK_PreciosSubProductos_Inventario,dbo,PreciosSubProductos,Dealer,dbo,Inventario,Dealer
FK_PreciosSubProductos_Inventario,dbo,PreciosSubProductos,Codigo,dbo,Inventario,Codigo
FK_TipoRequisicion_Dealer,dbo,TipoRequisicion,CodPais,dbo,Dealer,CodPais
FK_TipoRequisicion_Pais,dbo,TipoRequisicion,CodPais,dbo,Pais,CodPais
FK_TipoRequisicion_Dealer,dbo,TipoRequisicion,Dealer,dbo,Dealer,Codigo
FK_Consumo_Bodega,dbo,Consumo,CodPais,dbo,Bodega,CodPais
FK_Consumo_Bodega,dbo,Consumo,Dealer,dbo,Bodega,Dealer
FK_Consumo_Bodega,dbo,Consumo,Bodega,dbo,Bodega,Bodega
fk_FactTempoAv_ClienteNo,dbo,FacturaTemporalAv,CodPais,dbo,Cliente,CodPais
fk_FactTempoAv_ClienteNo,dbo,FacturaTemporalAv,Dealer,dbo,Cliente,Dealer
fk_FactTempoAv_ClienteNo,dbo,FacturaTemporalAv,ClienteNo,dbo,Cliente,ClienteNo
FK_LiquidadoresdeCaja_Pais,dbo,LiquidadoresdeCaja,CodPais,dbo,Pais,CodPais
FK_Configuracion_Dealer,dbo,Configuracion,CodPais,dbo,Dealer,CodPais
FK_Configuracion_Pais,dbo,Configuracion,CodPais,dbo,Pais,CodPais
FK_Configuracion_Dealer,dbo,Configuracion,Empresa,dbo,Dealer,Codigo
FK_ActividadEconomica_Pais,dbo,ActividadEconomica,CodPais,dbo,Pais,CodPais
FK_SaldoMes_Inventario,dbo,SaldoMensual,CodPais,dbo,Inventario,CodPais
FK_SaldoMes_Inventario,dbo,SaldoMensual,Dealer,dbo,Inventario,Dealer
FK_SaldoMes_Inventario,dbo,SaldoMensual,Codigo,dbo,Inventario,Codigo
FK_Sucursal_Dealer,dbo,Sucursal,CodPais,dbo,Dealer,CodPais
FK_Sucursal_Pais,dbo,Sucursal,CodPais,dbo,Pais,CodPais
FK_Sucursal_Dealer,dbo,Sucursal,Dealer,dbo,Dealer,Codigo
FK_PrepPedidos_Inventario,dbo,PrepPedido,CodPais,dbo,Inventario,CodPais
FK_PrepPedidos_Bodega,dbo,PrepPedido,CodPais,dbo,Bodega,CodPais
FK_PrepPedidos_Inventario,dbo,PrepPedido,Dealer,dbo,Inventario,Dealer
FK_PrepPedidos_Bodega,dbo,PrepPedido,Dealer,dbo,Bodega,Dealer
FK_PrepPedidos_Bodega,dbo,PrepPedido,Bodega,dbo,Bodega,Bodega
FK_PrepPedidos_Inventario,dbo,PrepPedido,Codigo,dbo,Inventario,Codigo
FK_DevengoDescuento_DetPlanilla,dbo,DevengoDescuento,CodPais,dbo,DetPlanilla,CodPais
FK_DevengoDescuento_DetPlanilla,dbo,DevengoDescuento,Dealer,dbo,DetPlanilla,Dealer
FK_DevengoDescuento_DetPlanilla,dbo,DevengoDescuento,Planilla,dbo,DetPlanilla,Planilla
FK_DevengoDescuento_DetPlanilla,dbo,DevengoDescuento,Empleado,dbo,DetPlanilla,Empleado
FK_Solicitud_Dealer,dbo,SolicitudAfiliacion,CodPais,dbo,Dealer,CodPais
FK_Solicitud_Pais,dbo,SolicitudAfiliacion,CodPais,dbo,Pais,CodPais
FK_Solicitud_Dealer,dbo,SolicitudAfiliacion,Dealer,dbo,Dealer,Codigo
FK_ManoObraProd_OrdenProduccion,dbo,ManoObraProd,CodPais,dbo,OrdenProduccion,CodPais
FK_ManoObraProd_OrdenProduccion,dbo,ManoObraProd,Dealer,dbo,OrdenProduccion,Dealer
FK_ManoObraProd_OrdenProduccion,dbo,ManoObraProd,Serie,dbo,OrdenProduccion,Serie
FK_ManoObraProd_OrdenProduccion,dbo,ManoObraProd,Orden,dbo,OrdenProduccion,OrdenNo
FK_DetFacturaTemp_FacturaTemp,dbo,DetFacturaTemp,CodPais,dbo,FacturaTemp,CodPais
FK_DetFacturaTemp_FacturaTemp,dbo,DetFacturaTemp,Dealer,dbo,FacturaTemp,Dealer
FK_DetFacturaTemp_FacturaTemp,dbo,DetFacturaTemp,Tda,dbo,FacturaTemp,Tda
FK_DetFacturaTemp_FacturaTemp,dbo,DetFacturaTemp,Serie,dbo,FacturaTemp,Serie
FK_DetFacturaTemp_FacturaTemp,dbo,DetFacturaTemp,Tipodoc,dbo,FacturaTemp,TipoDoc
FK_DetFacturaTemp_FacturaTemp,dbo,DetFacturaTemp,DocNo,dbo,FacturaTemp,DocNo
FK_SolDocAnexo,dbo,SolicitudDocAnexo,CodPais,dbo,SolicitudAfiliacion,CodPais
FK_SolDocAnexo,dbo,SolicitudDocAnexo,Dealer,dbo,SolicitudAfiliacion,Dealer
FK_SolDocAnexo,dbo,SolicitudDocAnexo,SolicitudNo,dbo,SolicitudAfiliacion,SolicitudNo
FK_MovimientoError_Dealer,dbo,MovimientoError,CodPais,dbo,Dealer,CodPais
FK_MovimientoError_MesContable,dbo,MovimientoError,CodPais,dbo,MesContable,CodPais
FK_MovimientoError_Pais,dbo,MovimientoError,CodPais,dbo,Pais,CodPais
FK_MovimientoError_Dealer,dbo,MovimientoError,Dealer,dbo,Dealer,Codigo
FK_MovimientoError_MesContable,dbo,MovimientoError,Dealer,dbo,MesContable,Dealer
FK_MovimientoError_MesContable,dbo,MovimientoError,Mes,dbo,MesContable,Mes
FK_PCONS_PAIS,dbo,PlanCons,CodPais,dbo,Pais,CodPais
FK_SubMotivo_NoConforme,dbo,SubMotivo,CodPais,dbo,MotivoNoConforme,CodPais
FK_SubMotivo_Pais,dbo,SubMotivo,CodPais,dbo,Pais,CodPais
FK_SubMotivo_NoConforme,dbo,SubMotivo,CodigoMotivo,dbo,MotivoNoConforme,Codigo
FK_CuentaUsuario_Tokens,dbo,CuentaUsuario,Token,dbo,Tokens,Token
FK_DetRequisicion_Requisicion,dbo,DetRequisicion,CodPais,dbo,Requisicion,CodPais
FK_DetRequisicion_Bodega,dbo,DetRequisicion,CodPais,dbo,Bodega,CodPais
FK_DetRequisicion_Inventario,dbo,DetRequisicion,CodPais,dbo,Inventario,CodPais
FK_DetRequisicion_Requisicion,dbo,DetRequisicion,Dealer,dbo,Requisicion,Dealer
FK_DetRequisicion_Bodega,dbo,DetRequisicion,Dealer,dbo,Bodega,Dealer
FK_DetRequisicion_Inventario,dbo,DetRequisicion,Dealer,dbo,Inventario,Dealer
FK_DetRequisicion_Requisicion,dbo,DetRequisicion,Tda,dbo,Requisicion,Tda
FK_DetRequisicion_Requisicion,dbo,DetRequisicion,Serie,dbo,Requisicion,Serie
FK_DetRequisicion_Requisicion,dbo,DetRequisicion,TipoReq,dbo,Requisicion,TipoReq
FK_DetRequisicion_Requisicion,dbo,DetRequisicion,ReqNo,dbo,Requisicion,ReqNo
FK_DetRequisicion_Bodega,dbo,DetRequisicion,Bodega,dbo,Bodega,Bodega
FK_DetRequisicion_Inventario,dbo,DetRequisicion,Codigo,dbo,Inventario,Codigo
FK_AFP_Dealer,dbo,AFP,CodPais,dbo,Dealer,CodPais
FK_AFP_Pais,dbo,AFP,CodPais,dbo,Pais,CodPais
FK_AFP_Dealer,dbo,AFP,Dealer,dbo,Dealer,Codigo
FK_DETINGRESO_INGRESO_TIENDA,dbo,DetIngreso,CodPais,dbo,IngresoTienda,CodPais
FK_DETINGRESO_INGRESO_TIENDA,dbo,DetIngreso,Dealer,dbo,IngresoTienda,Dealer
FK_DETINGRESO_INGRESO_TIENDA,dbo,DetIngreso,Tienda,dbo,IngresoTienda,Tienda
FK_DETINGRESO_INGRESO_TIENDA,dbo,DetIngreso,IngresoNo,dbo,IngresoTienda,IngresoNo
FK_DetConsumo_Inventario,dbo,DetConsumo,CodPais,dbo,Inventario,CodPais
FK_DetConsumo_Bodega,dbo,DetConsumo,CodPais,dbo,Bodega,CodPais
FK_DetConsumo_Requisicion,dbo,DetConsumo,CodPais,dbo,Consumo,CodPais
FK_DetConsumo_Inventario,dbo,DetConsumo,Dealer,dbo,Inventario,Dealer
FK_DetConsumo_Bodega,dbo,DetConsumo,Dealer,dbo,Bodega,Dealer
FK_DetConsumo_Requisicion,dbo,DetConsumo,Dealer,dbo,Consumo,Dealer
FK_DetConsumo_Requisicion,dbo,DetConsumo,Tda,dbo,Consumo,Tda
FK_DetConsumo_Requisicion,dbo,DetConsumo,Serie,dbo,Consumo,Serie
FK_DetConsumo_Requisicion,dbo,DetConsumo,TipoReq,dbo,Consumo,TipoReq
FK_DetConsumo_Requisicion,dbo,DetConsumo,ReqNo,dbo,Consumo,ReqNo
FK_DetConsumo_Bodega,dbo,DetConsumo,Bodega,dbo,Bodega,Bodega
FK_DetConsumo_Inventario,dbo,DetConsumo,Codigo,dbo,Inventario,Codigo
FK_NC_BODEGA,dbo,N_CREDITO,CodPais,dbo,BODEGAS,CodPais
FK_NC_BODEGA,dbo,N_CREDITO,Dealer,dbo,BODEGAS,Dealer
FK_NC_BODEGA,dbo,N_CREDITO,Tda,dbo,BODEGAS,Bodega
FK_MotivoRequisicion_Dealer,dbo,MotivoRequisicion,CodPais,dbo,Dealer,CodPais
FK_MotivoRequisicion_Pais,dbo,MotivoRequisicion,CodPais,dbo,Pais,CodPais
FK_MotivoRequisicion_Dealer,dbo,MotivoRequisicion,Dealer,dbo,Dealer,Codigo
FK_DetInventarioFisico_Bodega,dbo,DetInventarioFisico,CodPais,dbo,Bodega,CodPais
FK_DetInventarioFisico_Bodega,dbo,DetInventarioFisico,Dealer,dbo,Bodega,Dealer
FK_DetInventarioFisico_Bodega,dbo,DetInventarioFisico,Bodega,dbo,Bodega,Bodega
FK_SubSegmento,dbo,SubSegmento,CodPais,dbo,SolicitudAfiliacion,CodPais
FK_SubSegmento_Dealer,dbo,SubSegmento,CodPais,dbo,Dealer,CodPais
FK_SubSegmento_Paises,dbo,SubSegmento,CodPais,dbo,Pais,CodPais
FK_SubSegmento,dbo,SubSegmento,Dealer,dbo,SolicitudAfiliacion,Dealer
FK_SubSegmento_Dealer,dbo,SubSegmento,Dealer,dbo,Dealer,Codigo
FK_SubSegmento,dbo,SubSegmento,SolicitudNo,dbo,SolicitudAfiliacion,SolicitudNo
FK_CodificacionCompra_Compra,dbo,CodificacionCompra,CodPais,dbo,Compra,CodPais
FK_CodificacionCompra_Compra,dbo,CodificacionCompra,Dealer,dbo,Compra,Dealer
FK_CodificacionCompra_Compra,dbo,CodificacionCompra,Tda,dbo,Compra,Tda
FK_CodificacionCompra_Compra,dbo,CodificacionCompra,CompraNo,dbo,Compra,CompraNo
FK_Procedimiento_Pais,dbo,Procedimiento,CodPais,dbo,Pais,CodPais
FK_DetLiquidacion_Liquidacion,dbo,DetLiquidacion,CodPais,dbo,Liquidacion,CodPais
FK_DetLiquidacion_Liquidacion,dbo,DetLiquidacion,Dealer,dbo,Liquidacion,Dealer
FK_DetLiquidacion_Liquidacion,dbo,DetLiquidacion,Tda,dbo,Liquidacion,Tda
FK_DetLiquidacion_Liquidacion,dbo,DetLiquidacion,LiquidacionNo,dbo,Liquidacion,LiquidacionNo
FK_FactContrato_Contrato,dbo,FactContrato,CodPais,dbo,Contrato,CodPais
FK_FactContrato_Contrato,dbo,FactContrato,Dealer,dbo,Contrato,Dealer
FK_FactContrato_Contrato,dbo,FactContrato,Tda,dbo,Contrato,Tda
FK_FactContrato_Contrato,dbo,FactContrato,ContratoNo,dbo,Contrato,ContratoNo
FK_Catalogo_Dealer,dbo,Catalogo,CodPais,dbo,Dealer,CodPais
FK_Catalogo_Pais,dbo,Catalogo,CodPais,dbo,Pais,CodPais
FK_Catalogo_Dealer,dbo,Catalogo,Dealer,dbo,Dealer,Codigo
FK__DetRecibo__7C348977,dbo,DetRecibo,CodPais,dbo,Recibo,CodPais
FK__DetRecibo__7C348977,dbo,DetRecibo,Dealer,dbo,Recibo,Dealer
FK__DetRecibo__7C348977,dbo,DetRecibo,Tda,dbo,Recibo,Tda
FK__DetRecibo__7C348977,dbo,DetRecibo,Serie,dbo,Recibo,Serie
FK__DetRecibo__7C348977,dbo,DetRecibo,Recibo,dbo,Recibo,Recibo
FK_Importacion_Proveedor,dbo,Importacion,CodPais,dbo,Proveedor,CodPais
FK_Importacion_Proveedor,dbo,Importacion,Dealer,dbo,Proveedor,Dealer
FK_Importacion_Proveedor,dbo,Importacion,Proveedor,dbo,Proveedor,Codigo
FK_DetPedido_Pedido,dbo,DetPedido,CodPais,dbo,Pedido,CodPais
FK_DetPedido_Pedido,dbo,DetPedido,Dealer,dbo,Pedido,Dealer
FK_DetPedido_Pedido,dbo,DetPedido,Tda,dbo,Pedido,Tda
FK_DetPedido_Pedido,dbo,DetPedido,Tipo,dbo,Pedido,Tipo
FK_DetPedido_Pedido,dbo,DetPedido,SolicitudNo,dbo,Pedido,SolicitudNo
FK_NominaEmpleado_AFP,dbo,NominaEmpleado,CodPais,dbo,AFP,CodPais
FK_NominaEmpleado_Cargo,dbo,NominaEmpleado,CodPais,dbo,Cargo,CodPais
FK_NominaEmpleado_Dealer,dbo,NominaEmpleado,CodPais,dbo,Dealer,CodPais
FK_NominaEmpleado_Pais,dbo,NominaEmpleado,CodPais,dbo,Pais,CodPais
FK_NominaEmpleado_AFP,dbo,NominaEmpleado,Dealer,dbo,AFP,Dealer
FK_NominaEmpleado_Cargo,dbo,NominaEmpleado,Dealer,dbo,Cargo,Dealer
FK_NominaEmpleado_Dealer,dbo,NominaEmpleado,Dealer,dbo,Dealer,Codigo
FK_NominaEmpleado_Cargo,dbo,NominaEmpleado,CargoDesempeñado,dbo,Cargo,Cargo
FK_NominaEmpleado_AFP,dbo,NominaEmpleado,AFP,dbo,AFP,Codigo
FK__DetOrdenMedicaEx__6604EDA2,dbo,DetOrdenMedicaExterna,CodPais,dbo,OrdenMedicaExterna,CodPais
FK__DetOrdenMedicaEx__6604EDA2,dbo,DetOrdenMedicaExterna,Dealer,dbo,OrdenMedicaExterna,Dealer
FK__DetOrdenMedicaEx__6604EDA2,dbo,DetOrdenMedicaExterna,Tda,dbo,OrdenMedicaExterna,Tda
FK__DetOrdenMedicaEx__6604EDA2,dbo,DetOrdenMedicaExterna,OrdenNo,dbo,OrdenMedicaExterna,OrdenNo
FK_DetImportacion_Bodega,dbo,DetImportacion,CodPais,dbo,Bodega,CodPais
FK_DetImportacion_Inventario,dbo,DetImportacion,CodPais,dbo,Inventario,CodPais
FK_DetImportacion_Importacion,dbo,DetImportacion,CodPais,dbo,Importacion,CodPais
FK_DetImportacion_Bodega,dbo,DetImportacion,Dealer,dbo,Bodega,Dealer
FK_DetImportacion_Inventario,dbo,DetImportacion,Dealer,dbo,Inventario,Dealer
FK_DetImportacion_Importacion,dbo,DetImportacion,Dealer,dbo,Importacion,Dealer
FK_DetImportacion_Importacion,dbo,DetImportacion,ImportacionNo,dbo,Importacion,ImportacionNo
FK_DetImportacion_Bodega,dbo,DetImportacion,Bodega,dbo,Bodega,Bodega
FK_DetImportacion_Inventario,dbo,DetImportacion,Codigo,dbo,Inventario,Codigo
FK_Inventario_Linea,dbo,Inventario,CodPais,dbo,Linea,CodPais
FK_Inventario_Pais,dbo,Inventario,CodPais,dbo,Pais,CodPais
FK_Inventario_Dealer,dbo,Inventario,CodPais,dbo,Dealer,CodPais
FK_Inventario_Clase,dbo,Inventario,CodPais,dbo,Clase,CodPais
FK_Inventario_Linea,dbo,Inventario,Dealer,dbo,Linea,Dealer
FK_Inventario_Dealer,dbo,Inventario,Dealer,dbo,Dealer,Codigo
FK_Inventario_Clase,dbo,Inventario,Dealer,dbo,Clase,Dealer
FK_Inventario_Linea,dbo,Inventario,Linea,dbo,Linea,Linea
FK_Inventario_Clase,dbo,Inventario,Clase,dbo,Clase,Clase
FK_DetPedidoBods_PedidoBods,dbo,DetPedidoBods,CodPais,dbo,PedidoBods,CodPais
FK_DetPedidoBods_PedidoBods,dbo,DetPedidoBods,Dealer,dbo,PedidoBods,Dealer
FK_DetPedidoBods_PedidoBods,dbo,DetPedidoBods,Tda,dbo,PedidoBods,Tda
FK_DetPedidoBods_PedidoBods,dbo,DetPedidoBods,TipoPedido,dbo,PedidoBods,TipoPedido
FK_DetPedidoBods_PedidoBods,dbo,DetPedidoBods,PedidoNo,dbo,PedidoBods,PedidoNo
FK_NotaPlanilla_DetPlanilla,dbo,NotaPlanilla,CodPais,dbo,DetPlanilla,CodPais
FK_NotaPlanilla_DetPlanilla,dbo,NotaPlanilla,Dealer,dbo,DetPlanilla,Dealer
FK_NotaPlanilla_DetPlanilla,dbo,NotaPlanilla,Planilla,dbo,DetPlanilla,Planilla
FK_NotaPlanilla_DetPlanilla,dbo,NotaPlanilla,Empleado,dbo,DetPlanilla,Empleado
FK_ActividadGiro,dbo,GiroNegocio,CodPais,dbo,ActividadEconomica,CodPais
FK_ActividadGiro,dbo,GiroNegocio,ActividadEconomica,dbo,ActividadEconomica,Codigo
FK_FactEntrega_Inventario,dbo,FactEntrega,CodPais,dbo,Inventario,CodPais
FK_FactEntrega_Inventario,dbo,FactEntrega,Dealer,dbo,Inventario,Dealer
FK_FactEntrega_Inventario,dbo,FactEntrega,Codigo,dbo,Inventario,Codigo
FK_UsoOrdenCompra_OrdenCompra,dbo,UsoOrdenCompra,CodPais,dbo,OrdenCompra,CodPais
FK_UsoOrdenCompra_OrdenCompra,dbo,UsoOrdenCompra,Dealer,dbo,OrdenCompra,Dealer
FK_UsoOrdenCompra_OrdenCompra,dbo,UsoOrdenCompra,Tda,dbo,OrdenCompra,Tda
FK_UsoOrdenCompra_OrdenCompra,dbo,UsoOrdenCompra,OrdenNo,dbo,OrdenCompra,OrdenCompra
FK_TipoCliente_Dealer,dbo,TipoCliente,CodPais,dbo,Dealer,CodPais
FK_TipoCliente_Pais,dbo,TipoCliente,CodPais,dbo,Pais,CodPais
FK_TipoCliente_Dealer,dbo,TipoCliente,Dealer,dbo,Dealer,Codigo
FK_Vendedor_Dealer,dbo,Vendedor,CodPais,dbo,Dealer,CodPais
FK_Vendedor_Pais,dbo,Vendedor,CodPais,dbo,Pais,CodPais
FK_Vendedor_TipoVendedor,dbo,Vendedor,CodPais,dbo,TipoVendedor,CodPais
FK_Vendedor_Dealer,dbo,Vendedor,Dealer,dbo,Dealer,Codigo
FK_Vendedor_TipoVendedor,dbo,Vendedor,Dealer,dbo,TipoVendedor,Dealer
FK_Vendedor_TipoVendedor,dbo,Vendedor,TipoVendedor,dbo,TipoVendedor,Tipo
